UserAccountId,CertificateDegree,Major,University
UA007956,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Baker College of Cadillac"
UA007957,Master,"SALES ENGINEERS","Aksum University"
UA007958,Master,"COMPUTER PROGRAMMERS","Janos Selye University"
UA007959,Doctor,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER","Ecole Supérieure de Commerce de Sophia Antipolis"
UA007960,Doctor,"COMPUTER PROGRAMMERS","Mindanao State University - Iligan Institute of Technology"
UA007961,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kent State University - Trumbull"
UA007962,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Qinghai Normal University"
UA007963,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Kampala International University"
UA007964,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Sogang University"
UA007965,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Islamic Azad University, Lahijan"
UA007966,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Al Madinah International University"
UA007967,Master,"COMPUTER SYSTEMS ANALYSTS","Trinity Western University"
UA007968,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Institute of Commonwealth Studies, University of London"
UA007969,Doctor,"MECHANICAL ENGINEERS","Kirikkale University"
UA007970,Bachelor,"ACCOUNTANTS AND AUDITORS","University of Jammu"
UA007971,Bachelor,"ACCOUNTANTS AND AUDITORS","Universitas Gunadarma"
UA007972,Master,"COMPUTER SYSTEMS ANALYSTS","Amber University"
UA007973,Master,"ACCOUNTANTS AND AUDITORS","Fukui Medical School"
UA007974,Bachelor,"ACCOUNTANTS AND AUDITORS","University of Southern California"
UA007975,Bachelor,"ACCOUNTANTS AND AUDITORS","Universidad Pedagógica Nacional"
UA007976,Doctor,"ACCOUNTANTS AND AUDITORS","Universidad Catolica de La Santísima Concepción"
UA007977,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Universidad Alfonso X El Sabio"
UA007978,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Zhejiang Forestry University"
UA007979,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Open University of the Netherlands"
UA007980,Bachelor,"MECHANICAL ENGINEERS","State University of New York at Buffalo"
UA007981,Master,"COMPUTER SYSTEMS ANALYSTS","Kyoto Seika University"
UA007982,Master,"ENGINEERING TEACHERS, POSTSECONDARY","James Cook University of North Queensland"
UA007983,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Alexandra Dubček in Trenčín"
UA007984,Doctor,"INFORMATION SECURITY ANALYSTS","Louisiana State University and Agricultural and Mechanical College"
UA007985,Bachelor,CHEMISTS,"Universidade Católica de Pelotas"
UA007986,Master,"ELECTRICAL ENGINEERS","Université d'Antsiranana"
UA007987,Master,"COMPUTER SYSTEMS ANALYSTS","Majmaah University"
UA007988,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Southern Indiana"
UA007989,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Estonian Academy of Music and Theatre"
UA007990,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kannada University"
UA007991,Bachelor,"AGRICULTURAL SCIENCES TEACHERS, POSTSECONDARY","Ripon College"
UA007992,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Sumy National Agrarian University"
UA007993,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Evangelische Fachhochschule für Sozialpädagogik der "Diakonenanstalt des Rauhen Hauses" Hamburg"
UA007994,Master,"COMPUTER OCCUPATIONS, ALL OTHER","University of Nottingham, Malaysia Campus"
UA007995,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Technological University (Lashio)"
UA007996,Master,"INFORMATION SECURITY ANALYSTS","Pädagogische Hochschule Karlsruhe"
UA007997,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade Independente de Angola"
UA007998,Doctor,"COMPUTER SYSTEMS ANALYSTS","Schreiner College"
UA007999,Doctor,"COMPUTER SYSTEMS ANALYSTS","Osaka College of Music"
UA008000,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Université Cadi Ayyad"
UA008001,Master,"COMPUTER SYSTEMS ANALYSTS","Arkansas State University, Beebe"
UA008002,Master,"COMPUTER PROGRAMMERS","Southeastern Oklahoma State University"
UA008003,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Technological University (Taungoo)"
UA008004,Bachelor,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","Inner Mongolia Normal University"
UA008005,Master,"FINANCIAL ANALYSTS","Université Joseph Fourier (Grenoble I)"
UA008006,Master,"OPERATIONS RESEARCH ANALYSTS","Kanazawa University"
UA008007,Doctor,"OPERATIONS RESEARCH ANALYSTS","Universidad Centro Occidental Lisandro Alvarado"
UA008008,Doctor,"COMPUTER SYSTEMS ANALYSTS","University College of Nabi Akram"
UA008009,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Dohto University"
UA008010,Bachelor,"ARCHITECTURAL AND ENGINEERING MANAGERS","Faculté Universitaire des Sciences Agronomiques de Gembloux"
UA008011,Master,"MANAGEMENT ANALYSTS","Fine Arts Academy in Poznan"
UA008012,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Northern Colorado"
UA008013,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Health and Science"
UA008014,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Trevecca Nazarene University"
UA008015,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Blue Nile University"
UA008016,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Drexel University"
UA008017,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universitas Jember"
UA008018,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Ecole Supérieure de Chimie Physique Electronique de Lyon"
UA008019,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidad Tecnologica de la Mixteca"
UA008020,Master,"OPERATIONS RESEARCH ANALYSTS","Cleveland Chiropractic College, Kansas City"
UA008021,Master,"COMPUTER PROGRAMMERS","Saskatchewan Indian Federated College"
UA008022,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universiti Tenaga Nasional"
UA008023,Doctor,"COMPUTER SYSTEMS ANALYSTS","Webster University North Florida"
UA008024,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","University of Sheffield"
UA008025,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Kobe Design University"
UA008026,Master,"COMPUTER SYSTEMS ANALYSTS","Shenyang Pharmaceutical University"
UA008027,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Novosibirsk State Academy of Economics and Mangement"
UA008028,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","University of Missouri - Saint Louis"
UA008029,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Louisiana State University at Alexandria"
UA008030,Bachelor,"PSYCHOLOGISTS, ALL OTHER","Fachhochschule Ludwigshafen, Hochschule für Wirtschaft"
UA008031,Bachelor,"EDUCATION TEACHERS, POSTSECONDARY","Slobomir P Univerzitet"
UA008032,Bachelor,"CHEMICAL ENGINEERS","The Scripps Research Institute"
UA008033,Master,"STATISTICAL ASSISTANTS","King Saud bin Abdulaziz University for Health Sciences "
UA008034,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Instituto Mauá de Tecnologia"
UA008035,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Mount Mercy College"
UA008036,Master,"COMPUTER PROGRAMMERS","Universidad Pedagógica "José Martí" "
UA008037,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Linköping University"
UA008038,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","DeVry Institute of Technology, DuPage"
UA008039,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","School of Pharmacy, University of London"
UA008040,Master,"COMPUTER PROGRAMMERS","Foshan University"
UA008041,Master,"COMPUTER SYSTEMS ANALYSTS","Hartwick College"
UA008042,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kansai University"
UA008043,Bachelor,PHYSICISTS,"University of Toronto, Mississauga"
UA008044,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Fakir Mohan University"
UA008045,Master,"FINANCIAL ANALYSTS","Universidad Fidélitas"
UA008046,Doctor,"MANAGEMENT ANALYSTS","Tamil Nadu Agricultural University"
UA008047,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Forest Research Institute Dehradun"
UA008048,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Taylor University"
UA008049,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Valley Forge Christian College"
UA008050,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Warsaw"
UA008051,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Payap University Chaiang Mai"
UA008052,Bachelor,"CIVIL ENGINEERS, R&D","Nangarhar University"
UA008053,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Social Welfare and Rehabilitation Scinences"
UA008054,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad de Montevideo"
UA008055,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Hainan Normal University"
UA008056,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Ohio State University - Marion"
UA008057,Master,"COMPUTER PROGRAMMERS","Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Bordeaux"
UA008058,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Arab Open University"
UA008059,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidad Autónoma del Estado de Hidalgo"
UA008060,Master,"BIOLOGICAL TECHNICIANS","Fachhochschule München"
UA008061,Doctor,"COMPUTER PROGRAMMERS","Moscow P. I. Tchaikovsky Conservatory"
UA008062,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of California, Los Angeles"
UA008063,Bachelor,"MANAGEMENT ANALYSTS","IMPAC University"
UA008064,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Rajamangala University of Technology, Lanna Chiang Rai"
UA008065,Master,"PUBLIC RELATIONS AND FUNDRAISING MANAGERS","Murni Nursing College"
UA008066,Bachelor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","B.P.Koirala Institute of Health Sciences"
UA008067,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Dayalbagh Educational Institute"
UA008068,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","New England School of Art and Design"
UA008069,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Polytechnic University, Long Island Campus"
UA008070,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Centre National d'Etudes Agronomiques des Régions Chaudes"
UA008071,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universitas Gadjah Mada"
UA008072,Master,"COMPUTER SYSTEMS ANALYSTS","Suleyman Demirel University"
UA008073,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Willamette University"
UA008074,Master,EDITORS,"National College of Physical Education and Sports"
UA008075,Master,"ACCOUNTANTS AND AUDITORS","Universiti Malaya"
UA008076,Doctor,"FAMILY AND GENERAL PRACTITIONERS","Qazvin University of Medical Sciences"
UA008077,Doctor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Rostov State Medical University"
UA008078,Bachelor,"COMPUTER PROGRAMMERS","Shanghai Sanda University"
UA008079,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Bucknell University"
UA008080,Master,"ARCHITECTURAL AND ENGINEERING MANAGERS","Western States Chiropractic College"
UA008081,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Mahidol University International College"
UA008082,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Philadelphia College of Osteopathic Medicine"
UA008083,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","National Taiwan University of Science and Technology"
UA008084,Master,PHARMACISTS,"Kandahar University"
UA008085,Doctor,"MANAGEMENT ANALYSTS","St. Marianna University School of Medicine"
UA008086,Doctor,"BIOLOGICAL SCIENTISTS, ALL OTHER","University of Central Arkansas"
UA008087,Bachelor,"SALES ENGINEERS","American University of Kuwait "
UA008088,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Institute of Paper Science and Technology"
UA008089,Master,"BIOLOGICAL SCIENTISTS, ALL OTHER","Khalifa University"
UA008090,Master,"COMPUTER SYSTEMS ANALYSTS","Heilongjiang Commercial University"
UA008091,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Louisiana State University Health Sciences Center New Orleans"
UA008092,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Anna University of Technology, Tirunelveli"
UA008093,Doctor,"OCCUPATIONAL HEALTH AND SAFETY SPECIALISTS","Soai University"
UA008094,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Shanghai Second Medical University"
UA008095,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Pädagogische Hochschule Zürich (Zurich School of Education)"
UA008096,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","African University of Science and Technology"
UA008097,Bachelor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Napier University"
UA008098,Master,"WEB DEVELOPERS","University of the Sacred Heart Tokyo"
UA008099,Master,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Auckland University of Technology"
UA008100,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Concordia College, Seward"
UA008101,Doctor,"SOCIAL WORK TEACHERS, POSTSECONDARY","Universidad Central Dominicana de Estudio Profesionales"
UA008102,Bachelor,"FINANCIAL ANALYSTS","Divine Word College"
UA008103,Master,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER","Northern State University"
UA008104,Master,"COMPUTER SYSTEMS ANALYSTS","Kongju National University"
UA008105,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Union University"
UA008106,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Technical Institute of Dubnica in Dubnica nad Váhom"
UA008107,Doctor,"PHYSICIANS AND SURGEONS, ALL OTHER","Universidad de Navarra"
UA008108,Bachelor,"CHEMICAL ENGINEERS","Indian Statistical Institute"
UA008109,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Universidade de Aveiro"
UA008110,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Brandon University"
UA008111,Master,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL","Vermont Technical College"
UA008112,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Karadeniz Technical University"
UA008113,Master,"MATERIALS SCIENTISTS","Westminster International University in Tashkent"
UA008114,Master,"FOOD SCIENTISTS AND TECHNOLOGISTS","Theatre Academy Finland"
UA008115,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","University of Cape Coast"
UA008116,Doctor,"MANAGEMENT ANALYSTS","Olympia College"
UA008117,Bachelor,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","University of St. Francis"
UA008118,Master,"COMPUTER SYSTEMS ANALYSTS","Albion College"
UA008119,Master,"BIOLOGICAL SCIENTISTS, ALL OTHER","Sebha University"
UA008120,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Ibn Sina University"
UA008121,Bachelor,"FINANCIAL MANAGERS","Universitas Jember"
UA008122,Master,"CONSTRUCTION MANAGERS","Antioch University Santa Barbara"
UA008123,Master,"COMPUTER SYSTEMS ANALYSTS","Bunkyo University"
UA008124,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Khazar University"
UA008125,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Chinju National University"
UA008126,Bachelor,"COMPUTER SYSTEMS ANALYST","Salem College"
UA008127,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Université du Sahel"
UA008128,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Ecole Supérieure de Commerce de Dijon"
UA008129,Master,"COMPUTER SYSTEMS ANALYSTS","The Scripps Research Institute"
UA008130,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Montreat College"
UA008131,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Politeknik Pos Indonesia"
UA008132,Doctor,"ACCOUNTANTS AND AUDITORS","University of Management and Technology "
UA008133,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Novosibirsk State University"
UA008134,Bachelor,"MECHANICAL ENGINEERS","Hannam University"
UA008135,Master,"WEB DEVELOPERS","Universidad de Aquino Bolivia"
UA008136,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Worcester State College"
UA008137,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Université de Versailles Saint-Quentin-en-Yvelines"
UA008138,Master,"COMPUTER OCCUPATIONS, ALL OTHER","California College for Health Sciences"
UA008139,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Lincoln University Pennsylvania"
UA008140,Doctor,"COMPUTER SYSTEMS ANALYSTS","Xi'an Jiaotong-Liverpool University"
UA008141,Bachelor,"COMPUTER PROGRAMMERS","Hubei University"
UA008142,Master,"INDUSTRIAL ENGINEERS","Sir Syed University of Engineering and Technology"
UA008143,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universitas Paramadina Mulya"
UA008144,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Framingham State College"
UA008145,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universidad de Los Llanos"
UA008146,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Moscow State University of Forestry Engineering"
UA008147,Bachelor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Kyonggi University"
UA008148,Bachelor,"GRAPHIC DESIGNERS","Moscow State University of Culture"
UA008149,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Harran University"
UA008150,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Bashkir State Agrarian University"
UA008151,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Chernivci National University"
UA008152,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Université de Haute-Alsace"
UA008153,Master,"COMPUTER OCCUPATIONS, ALL OTHER","University of Central Texas"
UA008154,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Seneca College"
UA008155,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Islamic Azad University, Mehriz"
UA008156,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","The College of Wooster"
UA008157,Master,"MANAGEMENT ANALYSTS","Southern Yangtze University"
UA008158,Bachelor,"TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS","Shandong University of Art and Design"
UA008159,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","KBU International College"
UA008160,Master,"EDUCATION TEACHERS, POSTSECONDARY","Centre Universitaire de Tiaret"
UA008161,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Hiroshima Bunkyo Women's University"
UA008162,Doctor,"ACCOUNTANTS AND AUDITORS","Pontificia Università della Santa Croce"
UA008163,Bachelor,"ACCOUNTANTS AND AUDITORS","Manuel L. Quezon University"
UA008164,Master,"PURCHASING MANAGERS","Fachhochschule Osnabrück"
UA008165,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universiti Teknologi Petronas"
UA008166,Bachelor,"COMPUTER PROGRAMMERS","Fairleigh Dickinson University, Florham-Madison Campus"
UA008167,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Kwame Nkrumah University of Science and Technology"
UA008168,Master,"COMPUTER SYSTEMS ANALYSTS","Universidad de Pamplona"
UA008169,Master,"COMPUTER SYSTEMS ANALYSTS","Minsk State Linguistic University"
UA008170,Doctor,"GRAPHIC DESIGNERS","Universität Siegen"
UA008171,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Chinhoyi University of Technology"
UA008172,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Mariano Egaña"
UA008173,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Adler School of Professional Psychology"
UA008174,Master,"FASHION DESIGNERS","Odessa State Academy of Construction and Architecture"
UA008175,Master,"COMPUTER SYSTEMS ANALYSTS","Daneshestan Institute of Higher Education"
UA008176,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Tamil Nadu Dr. M.G.R. Medical University"
UA008177,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Hebei University"
UA008178,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","New Mexico State University"
UA008179,Bachelor,"MANAGEMENT ANALYSTS","Gulf University for Science and Technology"
UA008180,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Sarhad University of Science & Information Technology, Peshawar "
UA008181,Master,"ENGINEERS, ALL OTHER","Sapporo Medical University"
UA008182,Bachelor,"BIOCHEMISTS AND BIOPHYSICISTS","Avila College"
UA008183,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Europea de Madrid"
UA008184,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Technological Education Institute of Lamia"
UA008185,Doctor,"WEB DEVELOPERS","East-Siberian State Institute of Culture"
UA008186,Doctor,"COMPUTER PROGRAMMERS","National Institute of the Arts"
UA008187,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Allameh Tabatabaie University"
UA008188,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Shaheed Rajaei Teacher Training University"
UA008189,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Radboud University of Nijmegen"
UA008190,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Michael Okpara University of Agriculture"
UA008191,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","University of Jazeera"
UA008192,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université du Havre"
UA008193,Bachelor,"PHYSICIANS AND SURGEONS, ALL OTHER","Godfrey Okoye University"
UA008194,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Indiana University - East"
UA008195,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade de Marília"
UA008196,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universitas Muhammadiyah Sumatra Utara"
UA008197,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Cornell College"
UA008198,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Kyushu Institute of Design"
UA008199,Master,"COMPUTER SYSTEMS ANALYSTS","Art Institute of Charlotte"
UA008200,Doctor,"COMPUTER SYSTEMS ANALYSTS","Bridgewater College"
UA008201,Doctor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universidade Estadual do Oeste do Paraná"
UA008202,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Timirjazev Moscow Academy of Agricultutre"
UA008203,Master,"COMPUTER SYSTEMS ANALYSTS","Xinjiang University"
UA008204,Master,"OPERATIONS RESEARCH ANALYSTS","Universidad Santa Fe"
UA008205,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Crichton College"
UA008206,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Angeles University"
UA008207,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Jagannath University"
UA008208,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","PTPL College"
UA008209,Doctor,"COMPUTER SYSTEMS ANALYSTS","Pacific University"
UA008210,Doctor,"ELECTRICAL ENGINEERS","National College of Naturopathic Medicine"
UA008211,Bachelor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Universität Flensburg"
UA008212,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Banasthali University"
UA008213,Master,"OPERATIONS RESEARCH ANALYSTS","Preston Institute of Management Sciences and Technology (PIMSAT)"
UA008214,Master,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Kalamazoo College"
UA008215,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Irish International University (Distance Education)"
UA008216,Bachelor,"COMPUTER OCCUPATIONS, ALL OTHER","Government College University Faisalabad"
UA008217,Doctor,LAWYERS,"Lasell College"
UA008218,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Tyumen State Agricultural Academy"
UA008219,Bachelor,"COMPUTER SYSTEMS ANALYSTS","St. Mary College"
UA008220,Master,"COMPUTER SYSTEMS ANALYSTS","University of Haifa"
UA008221,Bachelor,"COMPUTER PROGRAMMERS","Nivadhana University"
UA008222,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Jiangxi Normal University"
UA008223,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Maryam Institute of Higher Education"
UA008224,Doctor,"CIVIL ENGINEERS","Thomas Jefferson University"
UA008225,Doctor,"COMPUTER SYSTEMS ANALYSTS","Ecole Européenne de Chimie, Polymères et Matériaux de Strasbourg"
UA008226,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Fresno Pacific University"
UA008227,Master,STATISTICIANS,"Posts & Telecommunications Institute of Technology"
UA008228,Master,"COMPUTER PROGRAMMERS","Singapore Institute of Management (SIM)"
UA008229,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Bard Graduate Center for Studies in the Decorative Arts"
UA008230,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of LaVerne in Athens"
UA008231,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Chongqing Normal University"
UA008232,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Murdoch University"
UA008233,Bachelor,"OPERATIONS RESEARCH ANALYSTS","Mandhu College"
UA008234,Bachelor,"COMPUTER PROGRAMMERS","Universitas Gadjah Mada"
UA008235,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Universidade Lusiada"
UA008236,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Universidade de Taubaté"
UA008237,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidade de Brasília"
UA008238,Master,"COMPUTER SYSTEMS ANALYSTS","University of Nebraska Medical Center"
UA008239,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Presbyterian University of East Africa"
UA008240,Doctor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","University of North Texas"
UA008241,Bachelor,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","Rivier College"
UA008242,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Universidad Champagnat"
UA008243,Master,"DATABASE ADMINISTRATORS","Universidade de Uberaba"
UA008244,Bachelor,"COMPUTER PROGRAMMERS","Almustafa Open University"
UA008245,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Southern Maine"
UA008246,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Yorker International University, Milano"
UA008247,Master,"COMPUTER SYSTEM ANALYST","University of Alaska - Anchorage"
UA008248,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","New York Film Academy"
UA008249,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Bunka Women's University"
UA008250,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Coe College"
UA008251,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Open University of Cyprus"
UA008252,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Nacional Autónoma de México"
UA008253,Master,"ELECTRICAL ENGINEERS","Centenary College"
UA008254,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Hokuriku University"
UA008255,Bachelor,"ARCHITECTURAL AND ENGINEERING MANAGERS","California State University, Dominguez Hills"
UA008256,Doctor,"COMPUTER PROGRAMMERS","University of Health Sciences Andhra Pradesh"
UA008257,Bachelor,"PUBLIC RELATIONS SPECIALISTS","Université Hassan Ier - Settat"
