SeekerSkillSetId,UserAccountId,SkillSetId,SkillLevel
14350,UA005501,3771,II
14351,UA001997,5944,I
14352,UA005797,2183,II
14353,UA006436,2053,III
14354,UA009803,895,II
14355,UA003902,4253,I
14356,UA009015,3395,II
14357,UA003792,3863,III
14358,UA009479,1728,II
14359,UA004087,1261,I
14360,UA010022,5587,II
14361,UA003976,3873,III
14362,UA009510,1740,II
14363,UA010175,4528,I
14364,UA001975,1626,II
14365,UA001688,3689,III
14366,UA006388,4011,II
14367,UA009366,525,I
14368,UA009215,1924,II
14369,UA002206,5180,III
14370,UA007890,3483,II
14371,UA002613,4659,I
14372,UA004983,3192,II
14373,UA006333,4955,III
14374,UA008427,2351,II
14375,UA007596,3744,I
14376,UA009355,3779,II
14377,UA005811,3142,III
14378,UA003865,4554,II
14379,UA008743,5600,I
14380,UA003001,1251,II
14381,UA005659,5594,III
14382,UA007038,5624,II
14383,UA003802,7,I
14384,UA006284,4966,II
14385,UA008654,2358,III
14386,UA001390,548,II
14387,UA003888,914,I
14388,UA007213,1394,II
14389,UA010146,3955,III
14390,UA001504,5182,II
14391,UA001768,4248,I
14392,UA001738,2902,II
14393,UA007509,1371,III
14394,UA002485,4732,II
14395,UA000081,3990,I
14396,UA009841,5736,II
14397,UA009114,5534,III
14398,UA000029,5263,II
14399,UA003703,2974,III
14400,UA005399,1904,II
14401,UA000362,5945,I
14402,UA008047,5823,II
14403,UA004420,4944,III
14404,UA002783,2821,II
14405,UA007440,2864,I
14406,UA003393,5574,II
14407,UA007350,4652,III
14408,UA007382,2933,II
14409,UA007402,1125,I
14410,UA003441,5435,II
14411,UA003465,3633,III
14412,UA004042,5768,II
14413,UA008291,5251,I
14414,UA008189,2804,II
14415,UA006145,5466,III
14416,UA003330,2770,II
14417,UA007889,3747,I
14418,UA004890,2906,II
14419,UA007056,243,III
14420,UA003202,1188,II
14421,UA009502,1874,I
14422,UA003613,3079,II
14423,UA010000,3268,III
14424,UA004716,5500,II
14425,UA003597,273,I
14426,UA005836,5127,II
14427,UA004933,2473,III
14428,UA008569,3293,II
14429,UA008772,557,I
14430,UA005498,5061,II
14431,UA003511,721,III
14432,UA006700,2248,II
14433,UA005928,1602,I
14434,UA004932,1378,II
14435,UA005333,2473,III
14436,UA008895,1042,II
14437,UA008666,3497,I
14438,UA001948,1693,II
14439,UA007357,200,III
14440,UA001210,991,II
14441,UA009546,5602,I
14442,UA009210,5335,II
14443,UA001636,3799,III
14444,UA009617,5022,II
14445,UA001867,4606,I
14446,UA006097,4121,II
14447,UA000279,4033,III
14448,UA004144,4021,II
14449,UA007806,1883,I
14450,UA003482,2735,II
14451,UA000633,2394,III
14452,UA000710,1963,II
14453,UA009629,940,I
14454,UA001521,2649,II
14455,UA004329,2933,III
14456,UA002495,4420,II
14457,UA009852,4336,I
14458,UA010062,1941,II
14459,UA002533,1334,III
14460,UA001202,5480,II
14461,UA006916,2034,I
14462,UA005463,2149,II
14463,UA008284,2871,III
14464,UA007212,3922,II
14465,UA004066,1472,I
14466,UA002883,1886,II
14467,UA000488,5662,III
14468,UA006009,2079,II
14469,UA005352,537,I
14470,UA007454,3436,II
14471,UA000656,3483,III
14472,UA004693,2983,II
14473,UA003179,1644,I
14474,UA006321,5485,II
14475,UA007033,213,III
14476,UA003632,2847,II
14477,UA002636,2422,I
14478,UA008512,4464,II
14479,UA009974,87,III
14480,UA007290,419,II
14481,UA007380,245,I
14482,UA010107,4808,II
14483,UA008794,3405,III
14484,UA005716,1475,II
14485,UA000162,802,I
14486,UA009987,5004,II
14487,UA009699,1830,III
14488,UA006616,2861,II
14489,UA002361,3038,I
14490,UA009603,1979,II
14491,UA005197,2373,III
14492,UA003990,2036,II
14493,UA008879,2421,I
14494,UA008937,4773,II
14495,UA009125,5541,III
14496,UA009094,2632,II
14497,UA003320,4748,I
14498,UA000009,3031,II
14499,UA006179,981,III
14500,UA004561,2438,II
14501,UA005622,1459,I
14502,UA004836,2318,II
14503,UA002470,3038,III
14504,UA009384,5503,II
14505,UA005354,2766,I
14506,UA009264,655,II
14507,UA004508,3396,III
14508,UA008850,1499,II
14509,UA004386,5623,I
14510,UA007603,2567,II
14511,UA008401,4956,III
14512,UA009912,188,II
14513,UA008437,1681,I
14514,UA005467,5345,II
14515,UA005953,1421,III
14516,UA005766,1013,II
14517,UA009624,4177,I
14518,UA003812,680,II
14519,UA000927,5760,III
14520,UA001817,1535,II
14521,UA008687,3946,I
14522,UA003950,1154,II
14523,UA006936,1270,III
14524,UA007484,1791,II
14525,UA001279,3326,I
14526,UA004002,3000,II
14527,UA008341,522,III
14528,UA004325,3903,II
14529,UA004048,5966,I
14530,UA007623,3017,II
14531,UA008859,3301,III
14532,UA006780,2214,II
14533,UA001539,4912,I
14534,UA005159,2935,II
14535,UA006618,5155,III
14536,UA002824,1868,II
14537,UA006465,1701,I
14538,UA005817,2217,II
14539,UA005844,231,III
14540,UA007518,972,II
14541,UA007523,4750,I
14542,UA006383,4953,II
14543,UA006615,1851,III
14544,UA004107,1452,II
14545,UA007244,3608,I
14546,UA006807,888,II
14547,UA001263,4394,III
14548,UA008449,1646,II
14549,UA005495,3833,I
14550,UA003190,2984,II
14551,UA009364,2675,III
14552,UA008270,818,II
14553,UA008051,812,I
14554,UA000017,5962,II
14555,UA000513,5908,III
14556,UA001410,938,II
14557,UA010090,1513,I
14558,UA008655,2010,II
14559,UA007005,1464,III
14560,UA008132,2477,II
14561,UA004586,5850,I
14562,UA005825,4452,II
14563,UA000568,4501,III
14564,UA006116,2043,II
14565,UA009275,3864,I
14566,UA000670,3237,II
14567,UA007470,5448,III
14568,UA002453,514,II
14569,UA010037,4192,I
14570,UA004231,2222,II
14571,UA000981,1854,III
14572,UA009474,1655,II
14573,UA001470,4280,I
14574,UA009532,889,II
14575,UA008678,4416,III
14576,UA006981,2204,II
14577,UA001657,3512,I
14578,UA008264,5508,II
14579,UA004571,5070,III
14580,UA009208,1249,II
14581,UA004651,4482,I
14582,UA001002,3966,II
14583,UA008512,279,III
14584,UA002899,2817,II
14585,UA007337,5471,I
14586,UA003324,1679,II
14587,UA003543,227,III
14588,UA009990,5320,II
14589,UA001148,151,I
14590,UA008068,4389,II
14591,UA002132,3740,III
14592,UA007355,5998,II
14593,UA005393,1672,I
14594,UA006142,4442,II
14595,UA009755,1108,III
14596,UA006860,555,II
14597,UA007718,3581,I
14598,UA002144,3200,II
14599,UA002207,1721,III
14600,UA005748,1012,II
14601,UA009364,2697,I
14602,UA003695,3610,II
14603,UA003097,3541,III
14604,UA002236,4995,II
14605,UA000002,2815,I
14606,UA004383,727,II
14607,UA006685,56,III
14608,UA002622,3498,II
14609,UA002429,1623,I
14610,UA003276,5121,II
14611,UA004621,2963,III
14612,UA004825,2106,II
14613,UA000807,5486,I
14614,UA005420,4866,II
14615,UA008709,605,III
14616,UA009581,1482,II
14617,UA002345,1714,I
14618,UA007002,2395,II
14619,UA009262,2122,III
14620,UA003742,5951,II
14621,UA009681,3844,III
14622,UA004020,5373,II
14623,UA007418,4542,I
14624,UA003157,2087,II
14625,UA007359,2643,III
14626,UA004882,765,II
14627,UA002852,4006,I
14628,UA001811,1410,II
14629,UA002646,4534,III
14630,UA001781,4487,II
14631,UA005376,4277,I
14632,UA003217,4894,II
14633,UA007370,4274,III
14634,UA005101,4727,II
14635,UA003511,1700,I
14636,UA007997,3994,II
14637,UA002108,2153,III
14638,UA006684,5919,II
14639,UA010081,3558,I
14640,UA000138,1483,II
14641,UA009649,2212,III
14642,UA009623,2334,II
14643,UA001673,3344,I
14644,UA007959,4513,II
14645,UA000768,5403,III
14646,UA007761,171,II
14647,UA008140,5833,I
14648,UA000904,3229,II
14649,UA006530,4854,III
14650,UA005766,2508,II
14651,UA001027,4659,I
14652,UA006304,1552,II
14653,UA004795,5984,III
14654,UA004105,1136,II
14655,UA003231,5824,I
14656,UA002640,5109,II
14657,UA006394,4378,III
14658,UA009805,5743,II
14659,UA002306,5779,I
14660,UA000319,5092,II
14661,UA003202,5447,III
14662,UA008961,4191,II
14663,UA000937,3191,I
14664,UA006937,574,II
14665,UA003179,256,III
14666,UA008857,4406,II
14667,UA001903,9,I
14668,UA008966,5245,II
14669,UA002139,440,III
14670,UA001481,926,II
14671,UA009748,4915,I
14672,UA009747,2153,II
14673,UA004671,3889,III
14674,UA002746,1459,II
14675,UA005608,3581,I
14676,UA008205,2197,II
14677,UA005836,224,III
14678,UA008766,5750,II
14679,UA008006,1400,I
14680,UA002349,5492,II
14681,UA008391,2764,III
14682,UA004575,958,II
14683,UA005628,1998,I
14684,UA003877,569,II
14685,UA009705,1811,III
14686,UA005978,5986,II
14687,UA009030,3552,I
14688,UA005262,1271,II
14689,UA000459,5241,III
14690,UA006610,3236,II
14691,UA008342,4939,I
14692,UA006504,1144,II
14693,UA007567,3414,III
14694,UA003938,4170,II
14695,UA008581,4921,I
14696,UA004556,1395,II
14697,UA007586,1279,III
14698,UA007252,5389,II
14699,UA001092,4974,I
14700,UA006849,661,II
14701,UA001031,1833,III
14702,UA001776,4942,II
14703,UA000545,1805,I
14704,UA002951,4953,II
14705,UA000419,382,III
14706,UA008598,4278,II
14707,UA007990,681,I
14708,UA000734,4524,II
14709,UA006094,1687,III
14710,UA009135,1550,II
14711,UA009711,1628,I
14712,UA002136,5403,II
14713,UA004136,829,III
14714,UA008325,2699,II
14715,UA005640,3125,I
14716,UA010061,2491,II
14717,UA004484,2823,III
14718,UA001905,480,II
14719,UA005089,1694,I
14720,UA005650,4206,II
14721,UA006426,1775,III
14722,UA002062,1612,II
14723,UA002003,2567,I
14724,UA009201,1689,II
14725,UA000650,1190,III
14726,UA008475,2837,II
14727,UA003233,5904,I
14728,UA009861,301,II
14729,UA005620,3272,III
14730,UA006536,2159,II
14731,UA004136,3376,I
14732,UA000505,3429,II
14733,UA001983,1949,III
14734,UA001816,2835,II
14735,UA002757,2764,I
14736,UA007412,3742,II
14737,UA006114,3448,III
14738,UA005359,751,II
14739,UA004077,582,I
14740,UA008366,2825,II
14741,UA001219,4458,III
14742,UA003433,4917,II
14743,UA004651,4001,I
14744,UA007486,1326,II
14745,UA002374,3276,III
14746,UA006146,3937,II
14747,UA009138,2683,I
14748,UA002764,3429,II
14749,UA002439,3076,III
14750,UA000580,2935,II
14751,UA008973,1615,I
14752,UA007898,4707,II
14753,UA003240,4079,III
14754,UA008284,1502,II
14755,UA006614,3890,I
14756,UA001860,3738,II
14757,UA002985,56,III
14758,UA001433,2061,II
14759,UA001419,4221,I
14760,UA007253,465,II
14761,UA001639,4310,III
14762,UA008666,911,II
14763,UA005967,4479,I
14764,UA007516,3775,II
14765,UA004226,5315,III
14766,UA003854,3966,II
14767,UA003439,3621,I
14768,UA000080,5778,II
14769,UA002739,4379,III
14770,UA009603,513,II
14771,UA007997,5440,I
14772,UA001102,1314,II
14773,UA008304,3558,III
14774,UA008111,5859,II
14775,UA009816,3328,I
14776,UA000102,3428,II
14777,UA003737,208,III
14778,UA000315,1922,II
14779,UA010026,2305,I
14780,UA005428,567,II
14781,UA008452,4626,III
14782,UA003896,3850,II
14783,UA002744,702,I
14784,UA006648,5747,II
14785,UA005651,4042,III
14786,UA002997,5619,II
14787,UA007512,3142,I
14788,UA009941,2237,II
14789,UA003302,3249,III
14790,UA006822,3197,II
14791,UA001482,5216,I
14792,UA009104,5748,II
14793,UA002099,3120,III
14794,UA008609,4938,II
14795,UA002697,921,I
14796,UA006819,1210,II
14797,UA000764,726,III
14798,UA008335,2692,II
14799,UA007272,5104,I
14800,UA006488,1643,II
14801,UA004110,4064,III
14802,UA005757,1350,II
14803,UA001094,5749,I
14804,UA009524,3501,II
14805,UA006111,430,III
14806,UA005810,1049,II
14807,UA005767,253,I
14808,UA004548,5349,II
14809,UA009630,2908,III
14810,UA002900,4582,II
14811,UA002921,5802,I
14812,UA003190,2546,II
14813,UA007892,5053,III
14814,UA001724,1341,II
14815,UA010069,212,I
14816,UA007615,2619,II
14817,UA003114,2948,III
14818,UA010008,1656,II
14819,UA007770,1710,I
14820,UA003100,1444,II
14821,UA006049,436,III
14822,UA009265,3819,II
14823,UA003134,4697,I
14824,UA007897,2749,II
14825,UA001902,4936,III
14826,UA005202,3081,II
14827,UA006954,1476,I
14828,UA004229,3955,II
14829,UA008105,5761,III
14830,UA003781,3880,II
14831,UA007808,1148,I
14832,UA001673,3250,II
14833,UA008784,3027,III
14834,UA003475,5007,II
14835,UA000651,2690,I
14836,UA002722,5233,II
14837,UA001333,4348,III
14838,UA005555,1601,II
14839,UA008120,455,I
14840,UA009763,4154,II
14841,UA006080,948,III
14842,UA004203,3923,II
14843,UA007458,5849,III
14844,UA006286,5306,II
14845,UA007543,2610,I
14846,UA000021,4274,II
14847,UA007064,5006,III
14848,UA007000,1807,II
14849,UA002988,5681,I
14850,UA002383,4706,II
14851,UA005177,2802,III
14852,UA004669,4193,II
14853,UA004058,5294,I
14854,UA007931,2793,II
14855,UA009931,343,III
14856,UA000620,3343,II
14857,UA002904,3588,I
14858,UA004430,4457,II
14859,UA004088,5332,III
14860,UA008123,2420,II
14861,UA005306,3387,I
14862,UA000563,4061,II
14863,UA001599,1809,III
14864,UA000278,4873,II
14865,UA006968,2003,I
14866,UA010070,729,II
14867,UA000977,2525,III
14868,UA004330,3209,II
14869,UA003796,2027,I
14870,UA003976,3817,II
14871,UA006093,4368,III
14872,UA001617,2632,II
14873,UA008784,3891,I
14874,UA009940,3456,II
14875,UA003376,113,III
14876,UA007836,1258,II
14877,UA009087,1689,I
14878,UA005647,3107,II
14879,UA000816,4985,III
14880,UA002659,5380,II
14881,UA002485,1401,I
14882,UA008601,4061,II
14883,UA003888,667,III
14884,UA005452,3557,II
14885,UA007025,1552,I
14886,UA009426,5936,II
14887,UA005076,3785,III
14888,UA006029,5339,II
14889,UA004210,5360,I
14890,UA005676,1912,II
14891,UA003099,5208,III
14892,UA007696,4454,II
14893,UA003094,5164,I
14894,UA008936,5101,II
14895,UA010032,5423,III
14896,UA008912,2522,II
14897,UA009008,171,I
14898,UA002819,3773,II
14899,UA002591,4851,III
14900,UA001174,5007,II
14901,UA004358,2684,I
14902,UA004409,285,II
14903,UA006871,537,III
14904,UA007295,674,II
14905,UA000355,5096,I
14906,UA008932,1725,II
14907,UA001365,2508,III
14908,UA000098,1145,II
14909,UA005324,5004,I
14910,UA006403,3203,II
14911,UA003230,5201,III
14912,UA002089,1229,II
14913,UA006252,3462,I
14914,UA007102,4688,II
14915,UA004416,4855,III
14916,UA003960,226,II
14917,UA002619,5276,I
14918,UA009685,3562,II
14919,UA006913,5747,III
14920,UA007569,431,II
14921,UA009788,4348,I
14922,UA005282,1968,II
14923,UA002009,3055,III
14924,UA001401,4119,II
14925,UA004329,883,I
14926,UA002739,1582,II
14927,UA001265,4256,III
14928,UA001817,2602,II
14929,UA008330,2319,I
14930,UA003740,3079,II
14931,UA006836,3262,III
14932,UA009291,88,II
14933,UA006642,1154,I
14934,UA005611,996,II
14935,UA001093,767,III
14936,UA004940,2816,II
14937,UA005727,2389,I
14938,UA001931,2762,II
14939,UA004916,3884,III
14940,UA009435,2655,II
14941,UA009747,4328,I
14942,UA002129,4812,II
14943,UA002773,2233,III
14944,UA003908,13,II
14945,UA004157,1224,I
14946,UA007494,609,II
14947,UA007876,1524,III
14948,UA005426,1423,II
14949,UA006447,3067,I
14950,UA010155,5523,II
14951,UA005514,5154,III
14952,UA008438,4523,II
14953,UA000085,2805,I
14954,UA003101,1496,II
14955,UA002166,2693,III
14956,UA007239,4040,II
14957,UA007252,5692,I
14958,UA009591,3608,II
14959,UA007978,504,III
14960,UA003328,5134,II
14961,UA009230,782,I
14962,UA003010,398,II
14963,UA004938,5033,III
14964,UA000782,1647,II
14965,UA004054,3226,I
14966,UA002751,3427,II
14967,UA007313,52,III
14968,UA000015,5993,II
14969,UA007988,5564,I
14970,UA009193,3024,II
14971,UA000554,1653,III
14972,UA003757,888,II
14973,UA006108,2425,I
14974,UA000405,1086,II
14975,UA010003,4947,III
14976,UA002563,1641,II
14977,UA006505,17,I
14978,UA009128,5454,II
14979,UA007959,2053,III
14980,UA003325,2332,II
14981,UA004213,1358,I
14982,UA002548,305,II
14983,UA005062,2769,III
14984,UA006394,832,II
14985,UA008959,4848,I
14986,UA003979,4223,II
14987,UA008941,3756,III
14988,UA006474,587,II
14989,UA001572,3540,I
14990,UA005362,3295,II
14991,UA000920,1851,III
14992,UA006607,2857,II
14993,UA005983,1048,I
14994,UA009904,5108,II
14995,UA008979,3624,III
14996,UA002801,1103,II
14997,UA008116,1397,I
14998,UA004515,4375,II
14999,UA009864,502,III
15000,UA004558,5185,II
15001,UA006326,914,I
15002,UA004533,4507,II
15003,UA005539,2940,III
15004,UA010179,4476,II
15005,UA000132,3673,I
15006,UA007728,5256,II
15007,UA002190,5286,III
15008,UA001838,1238,II
15009,UA008406,5323,I
15010,UA002296,2055,II
15011,UA001846,2474,III
15012,UA004950,5620,II
15013,UA009601,169,I
15014,UA004382,414,II
15015,UA005374,3724,III
15016,UA001049,4018,II
15017,UA003544,5900,I
15018,UA005608,5975,II
15019,UA000189,266,III
15020,UA004548,4219,II
15021,UA009470,1024,I
15022,UA008004,2151,II
15023,UA001086,3941,III
15024,UA009559,764,II
15025,UA009077,805,I
15026,UA002048,2887,II
15027,UA004221,2401,III
15028,UA000704,5164,II
15029,UA002814,3226,I
15030,UA009082,1651,II
15031,UA002967,825,III
15032,UA009942,1234,II
15033,UA001989,5741,I
15034,UA001395,5564,II
15035,UA009118,4945,III
15036,UA003217,3695,II
15037,UA001934,2221,I
15038,UA006585,1603,II
15039,UA004127,3422,III
15040,UA004639,3720,II
15041,UA002089,4199,I
15042,UA003741,4958,II
15043,UA003670,1882,III
15044,UA000507,3296,II
15045,UA007733,5925,I
15046,UA000056,1650,II
15047,UA009157,1909,III
15048,UA005040,4476,II
15049,UA010096,3689,I
15050,UA001630,3203,II
15051,UA000202,5022,III
15052,UA000840,5604,II
15053,UA000486,4141,I
15054,UA006499,3420,II
15055,UA001442,5774,III
15056,UA002079,1022,II
15057,UA000675,2922,I
15058,UA000614,3481,II
15059,UA008749,911,III
15060,UA006386,627,II
15061,UA007158,4599,I
15062,UA002932,3923,II
15063,UA005108,4815,III
15064,UA009474,3318,II
15065,UA009853,2098,III
15066,UA003798,254,II
15067,UA009760,3243,I
15068,UA008861,3169,II
15069,UA004448,3586,III
15070,UA002284,3976,II
15071,UA006083,1183,I
15072,UA005387,2835,II
15073,UA003147,1672,III
15074,UA002029,192,II
15075,UA004886,2499,I
15076,UA008789,1389,II
15077,UA000802,3091,III
15078,UA009022,3226,II
15079,UA009919,3831,I
15080,UA007076,5345,II
15081,UA000935,5512,III
15082,UA009864,128,II
15083,UA008093,1473,I
15084,UA002996,4027,II
15085,UA000748,4637,III
15086,UA008891,1627,II
15087,UA010141,4,I
15088,UA007050,5054,II
15089,UA006672,4163,III
15090,UA007537,5439,II
15091,UA004072,5694,I
15092,UA005573,2904,II
15093,UA006264,2860,III
15094,UA006952,1623,II
15095,UA000182,5657,I
15096,UA008920,5330,II
15097,UA007153,2296,III
15098,UA001149,695,II
15099,UA009913,4862,I
15100,UA004258,2215,II
15101,UA002200,5676,III
15102,UA005456,5524,II
15103,UA000479,4008,I
15104,UA000497,1581,II
15105,UA002136,4499,III
15106,UA004077,1676,II
15107,UA008663,1835,I
15108,UA000805,4196,II
15109,UA004827,765,III
15110,UA000582,5430,II
15111,UA002556,2591,I
15112,UA003312,3473,II
15113,UA006260,1388,III
15114,UA001571,1291,II
15115,UA002197,439,I
15116,UA003538,4267,II
15117,UA002522,3553,III
15118,UA006537,37,II
15119,UA009553,4890,I
15120,UA006508,643,II
15121,UA001771,3500,III
15122,UA006200,4074,II
15123,UA007555,2662,I
15124,UA006081,2673,II
15125,UA006013,1810,III
15126,UA005750,4580,II
15127,UA007078,3270,I
15128,UA004743,5313,II
15129,UA002263,3538,III
15130,UA002413,3312,II
15131,UA003405,4314,I
15132,UA003576,2793,II
15133,UA006392,1431,III
15134,UA000644,5698,II
15135,UA009600,2655,I
15136,UA006504,1408,II
15137,UA007481,5601,III
15138,UA009782,420,II
15139,UA000603,5202,I
15140,UA005955,2483,II
15141,UA001961,5438,III
15142,UA006243,3963,II
15143,UA000624,657,I
15144,UA007961,4675,II
15145,UA003988,4217,III
15146,UA000921,194,II
15147,UA002236,733,I
15148,UA000453,4700,II
15149,UA007443,3228,III
15150,UA005998,3656,II
15151,UA001987,1977,I
15152,UA001792,4263,II
15153,UA007219,5718,III
15154,UA004633,2116,II
15155,UA008489,5711,I
15156,UA004325,5406,II
15157,UA006209,1562,III
15158,UA008789,4255,II
15159,UA009267,2504,I
15160,UA008262,529,II
15161,UA005764,1286,III
15162,UA004333,4855,II
15163,UA004777,5379,I
15164,UA000425,4724,II
15165,UA008703,892,III
15166,UA001172,3824,II
15167,UA002735,2442,I
15168,UA006933,5404,II
15169,UA009150,1077,III
15170,UA004428,2758,II
15171,UA005031,5760,I
15172,UA002465,3707,II
15173,UA009757,3332,III
15174,UA001363,1660,II
15175,UA005781,1437,I
15176,UA001886,5846,II
15177,UA003950,4330,III
15178,UA005282,3007,II
15179,UA009089,4453,I
15180,UA005946,4845,II
15181,UA008463,1068,III
15182,UA003039,669,II
15183,UA007546,1862,I
15184,UA004065,2726,II
15185,UA002506,5802,III
15186,UA005983,4307,II
15187,UA009433,3599,I
15188,UA004301,507,II
15189,UA009130,940,III
15190,UA007896,107,II
15191,UA009144,5736,I
15192,UA000308,878,II
15193,UA002667,2416,III
15194,UA008141,645,II
15195,UA009349,2048,I
15196,UA000842,3286,II
15197,UA002718,5647,III
15198,UA005655,1734,II
15199,UA010031,4925,I
15200,UA001346,1456,II
15201,UA010100,2062,III
15202,UA009274,2936,II
15203,UA005463,4933,I
15204,UA004410,5631,II
15205,UA006155,5954,III
15206,UA001749,1979,II
15207,UA008073,5026,I
15208,UA009607,5076,II
15209,UA000261,5904,III
15210,UA003422,2826,II
15211,UA000804,4023,I
15212,UA007269,246,II
15213,UA000389,2493,III
15214,UA006683,3274,II
15215,UA009573,840,I
15216,UA001900,2701,II
15217,UA008421,4921,III
15218,UA002085,1693,II
15219,UA009533,4351,I
15220,UA007146,341,II
15221,UA005693,3835,III
15222,UA000315,3911,II
15223,UA008392,5338,I
15224,UA004343,4934,II
15225,UA008552,2255,III
15226,UA005356,3036,II
15227,UA005932,2653,I
15228,UA003282,2576,II
15229,UA003892,5870,III
15230,UA006576,2887,II
15231,UA007795,2210,I
15232,UA000366,4693,II
15233,UA001199,3485,III
15234,UA009193,5238,II
15235,UA002923,5842,I
15236,UA002381,4163,II
15237,UA001595,187,III
15238,UA001175,4750,II
15239,UA010058,2634,I
15240,UA008656,2122,II
15241,UA009727,4076,III
15242,UA000844,2508,II
15243,UA002355,5452,I
15244,UA010051,5107,II
15245,UA002943,120,III
15246,UA002247,580,II
15247,UA002778,2911,I
15248,UA000535,3079,II
15249,UA000974,335,III
15250,UA002249,5661,II
15251,UA006531,5380,I
15252,UA000776,4562,II
15253,UA004563,5138,III
15254,UA001167,3182,II
15255,UA002307,2805,I
15256,UA001508,1396,II
15257,UA001575,1179,III
15258,UA009024,3949,II
15259,UA006806,3940,I
15260,UA007866,3108,II
15261,UA004797,5897,III
15262,UA000243,5438,II
15263,UA005943,688,I
15264,UA002229,2663,II
15265,UA006129,5506,III
15266,UA003721,2273,II
15267,UA008360,2147,I
15268,UA006533,5466,II
15269,UA009819,5057,III
15270,UA002847,4883,II
15271,UA004045,1244,I
15272,UA001491,4150,II
15273,UA009656,1597,III
15274,UA008668,4756,II
15275,UA001528,3892,I
15276,UA002120,1645,II
15277,UA009797,389,III
15278,UA002596,2537,II
15279,UA003594,3173,I
15280,UA003337,3093,II
15281,UA006707,1262,III
15282,UA003265,632,II
15283,UA008407,1900,I
15284,UA004658,5702,II
15285,UA005261,879,III
15286,UA007581,2798,II
15287,UA003728,1398,III
15288,UA002880,2961,II
15289,UA009783,2556,I
15290,UA005000,1225,II
15291,UA008400,3180,III
15292,UA010003,1024,II
15293,UA000661,1887,I
15294,UA004328,2807,II
15295,UA003289,5108,III
15296,UA003518,3565,II
15297,UA007229,1665,I
15298,UA008782,2237,II
15299,UA006085,708,III
15300,UA003804,3692,II
15301,UA003616,104,I
15302,UA005754,3694,II
15303,UA008862,2921,III
15304,UA009892,1154,II
15305,UA009030,5289,I
15306,UA001845,1120,II
15307,UA006618,5464,III
15308,UA006996,3191,II
15309,UA001771,332,I
15310,UA006831,5714,II
15311,UA003967,3983,III
15312,UA005098,648,II
15313,UA009005,1273,I
15314,UA001643,3750,II
15315,UA009961,4088,III
15316,UA005078,2712,II
15317,UA004622,4604,I
15318,UA001862,3479,II
15319,UA002093,4105,III
15320,UA001490,5997,II
15321,UA004221,3880,I
15322,UA006692,3332,II
15323,UA002405,5851,III
15324,UA001862,4899,II
15325,UA008970,5744,I
15326,UA003197,5199,II
15327,UA006491,1107,III
15328,UA006446,219,II
15329,UA005941,3190,I
15330,UA004231,408,II
15331,UA008322,242,III
15332,UA001363,1835,II
15333,UA009714,5430,I
15334,UA007342,1721,II
15335,UA005584,1298,III
15336,UA007871,1705,II
15337,UA007474,193,I
15338,UA002464,3138,II
15339,UA008622,1474,III
15340,UA006852,5900,II
15341,UA000300,4870,I
15342,UA005621,3457,II
15343,UA000852,424,III
15344,UA000949,1125,II
15345,UA001628,3151,I
15346,UA000739,1742,II
15347,UA001209,1640,III
15348,UA010142,5091,II
15349,UA001143,5926,I
15350,UA002432,657,II
15351,UA009666,4812,III
15352,UA003515,3189,II
15353,UA002297,1345,I
15354,UA009809,3362,II
15355,UA002880,4173,III
15356,UA003392,4421,II
15357,UA005260,2095,I
15358,UA000009,818,II
15359,UA001259,1453,III
15360,UA007020,297,II
15361,UA003788,5541,I
15362,UA009286,369,II
15363,UA007901,749,III
15364,UA008890,4988,II
15365,UA005263,858,I
15366,UA000579,670,II
15367,UA004419,3734,III
15368,UA000982,5450,II
15369,UA000461,1513,I
15370,UA005120,3893,II
15371,UA005850,2794,III
15372,UA000864,1130,II
15373,UA002819,5080,I
15374,UA003438,1135,II
15375,UA008132,5195,III
15376,UA005082,5391,II
15377,UA001284,2147,I
15378,UA008741,3191,II
15379,UA003067,5140,III
15380,UA008809,2135,II
15381,UA007409,4652,I
15382,UA006176,2864,II
15383,UA004317,199,III
15384,UA008283,2725,II
15385,UA010165,4532,I
15386,UA009912,3351,II
15387,UA003414,1298,III
15388,UA004864,2452,II
15389,UA005793,4663,I
15390,UA001231,1919,II
15391,UA008712,1134,III
15392,UA007899,4387,II
15393,UA002040,4427,I
15394,UA008961,4362,II
15395,UA004176,5996,III
15396,UA003953,4729,II
15397,UA007261,118,I
15398,UA007701,2607,II
15399,UA007688,5942,III
15400,UA003158,5252,II
15401,UA000223,655,I
15402,UA004037,5316,II
15403,UA007052,1653,III
15404,UA005955,3613,II
15405,UA003567,5914,I
15406,UA008097,2253,II
15407,UA006852,3986,III
15408,UA000105,2089,II
15409,UA005976,4777,I
15410,UA006229,1827,II
15411,UA006074,2136,III
15412,UA002004,705,II
15413,UA002505,3877,I
15414,UA010159,5052,II
15415,UA000973,2252,III
15416,UA002934,3684,II
15417,UA009264,5435,I
15418,UA005753,5934,II
15419,UA004352,2154,III
15420,UA006542,4241,II
15421,UA005614,3059,I
15422,UA002825,1274,II
15423,UA006953,4319,III
15424,UA003012,2901,II
15425,UA004214,2258,I
15426,UA004434,3649,II
15427,UA005569,4866,III
15428,UA000697,4375,II
15429,UA004633,5246,I
15430,UA009700,5872,II
15431,UA002368,797,III
15432,UA005854,1242,II
15433,UA007478,4589,I
15434,UA008267,2938,II
15435,UA005997,5074,III
