UserAccountId,LastLoginDate,LastJobApplyDate,LastJobPostDate
UA015079,2018-02-14,NULL,2018-02-14
UA015080,2018-04-01,NULL,2018-04-01
UA015081,2018-04-12,NULL,2018-04-12
UA015082,2018-02-11,NULL,2018-02-11
UA015083,2018-04-04,NULL,2018-04-04
UA015084,2018-02-16,NULL,2018-02-16
UA015085,2018-02-02,NULL,2018-02-02
UA015086,2018-03-31,NULL,2018-03-31
UA015087,2018-04-03,NULL,2018-04-03
UA015088,2018-02-14,NULL,2018-02-14
UA015089,2018-03-08,NULL,2018-03-08
UA015090,2018-04-21,NULL,2018-04-21
UA015091,2018-03-05,NULL,2018-03-05
UA015092,2018-04-22,NULL,2018-04-22
UA015093,2018-03-22,NULL,2018-03-22
UA015094,2018-03-08,NULL,2018-03-08
UA015095,2018-04-26,NULL,2018-04-26
UA015096,2018-03-17,NULL,2018-03-17
UA015097,2018-02-11,NULL,2018-02-11
UA015098,2018-02-20,NULL,2018-02-20
UA015099,2018-02-09,NULL,2018-02-09
UA015100,2017-09-06,NULL,NULL
UA015101,2018-04-18,NULL,2018-04-18
UA015102,2018-04-15,NULL,2018-04-15
UA015103,2017-05-15,NULL,NULL
UA015104,2018-03-07,NULL,2018-03-07
UA015105,2018-04-08,NULL,2018-04-08
UA015106,2018-02-01,NULL,2018-02-01
UA015107,2018-03-10,NULL,2018-03-10
UA015108,2018-04-22,NULL,2018-04-22
UA015109,2018-04-28,NULL,2018-04-28
UA015110,2018-04-29,NULL,2018-04-29
UA015111,2018-03-27,NULL,2018-03-27
UA015112,2017-10-29,NULL,NULL
UA015113,2018-03-29,NULL,2018-03-29
UA015114,2018-04-25,NULL,2018-04-25
UA015115,2018-04-16,NULL,2018-04-16
UA015116,2017-03-07,NULL,NULL
UA015117,2018-04-06,NULL,2018-04-06
UA015118,2018-04-14,NULL,2018-04-14
UA015119,2018-04-15,NULL,2018-04-15
UA015120,2018-02-07,NULL,2018-02-07
UA015121,2018-03-10,NULL,2018-03-10
UA015122,2018-04-07,NULL,2018-04-07
UA015123,2018-04-26,NULL,2018-04-26
UA015124,2017-09-09,NULL,NULL
UA015125,2018-04-19,NULL,2018-04-19
UA015126,2018-04-02,NULL,2018-04-02
UA015127,2018-04-14,NULL,2018-04-14
UA015128,2018-04-02,NULL,2018-04-02
UA015129,2018-03-28,NULL,2018-03-28
UA015130,2018-04-29,NULL,2018-04-29
UA015131,2018-02-10,NULL,2018-02-10
UA015132,2018-01-30,NULL,2018-01-30
UA015133,2018-04-04,NULL,2018-04-04
UA015134,2018-04-10,NULL,2018-04-10
UA015135,2018-01-17,NULL,2018-01-17
UA015136,2018-04-04,NULL,2018-04-04
UA015137,2018-01-07,NULL,2018-01-07
UA015138,2018-04-21,NULL,2018-04-21
UA015139,2018-04-28,NULL,2018-04-28
UA015140,2018-04-30,NULL,2018-04-30
UA015141,2018-04-27,NULL,2018-04-27
UA015142,2018-03-05,NULL,2018-03-05
UA015143,2018-04-24,NULL,2018-04-24
UA015144,2018-04-18,NULL,2018-04-18
UA015145,2018-04-16,NULL,2018-04-16
UA015146,2017-06-21,NULL,NULL
UA015147,2018-04-16,NULL,2018-04-16
UA015148,2018-03-25,NULL,2018-03-25
UA015149,2018-04-09,NULL,2018-04-09
UA015150,2018-04-16,NULL,2018-04-16
UA015151,2018-03-29,NULL,2018-03-29
UA015152,2018-03-03,NULL,2018-03-03
UA015153,2017-08-02,NULL,NULL
UA015154,2018-04-22,NULL,2018-04-22
UA015155,2018-04-06,NULL,2018-04-06
UA015156,2018-04-18,NULL,2018-04-18
UA015157,2018-01-19,NULL,2018-01-19
UA015158,2018-04-01,NULL,2018-04-01
UA015159,2018-03-12,NULL,2018-03-12
UA015160,2018-02-19,NULL,2018-02-19
UA015161,2017-06-29,NULL,NULL
UA015162,2018-04-26,NULL,2018-04-26
UA015163,2018-02-16,NULL,2018-02-16
UA015164,2018-04-22,NULL,2018-04-22
UA015165,2018-04-11,NULL,2018-04-11
UA015166,2017-04-13,NULL,NULL
UA015167,2018-04-19,NULL,2018-04-19
UA015168,2018-04-04,NULL,2018-04-04
UA015169,2018-04-22,NULL,2018-04-22
UA015170,2018-04-24,NULL,2018-04-24
UA015171,2018-03-18,NULL,2018-03-18
UA015172,2018-04-15,NULL,2018-04-15
UA015173,2018-01-22,NULL,2018-01-22
UA015174,2018-04-14,NULL,2018-04-14
UA015175,2018-04-29,NULL,2018-04-29
UA015176,2018-03-13,NULL,2018-03-13
UA015177,2018-03-19,NULL,2018-03-19
UA015178,2018-04-05,NULL,2018-04-05
UA015179,2018-03-18,NULL,2018-03-18
UA015180,2018-03-23,NULL,2018-03-23
UA015181,2018-03-30,NULL,2018-03-30
UA015182,2017-01-02,NULL,NULL
UA015183,2018-04-15,NULL,2018-04-15
UA015184,2018-03-14,NULL,2018-03-14
UA015185,2018-03-11,NULL,2018-03-11
UA015186,2018-04-24,NULL,2018-04-24
UA015187,2018-01-28,NULL,2018-01-28
UA015188,2018-03-22,NULL,2018-03-22
UA015189,2018-04-29,NULL,2018-04-29
UA015190,2018-04-05,NULL,2018-04-05
UA015191,2018-04-23,NULL,2018-04-23
UA015192,2018-04-13,NULL,2018-04-13
UA015193,2018-04-17,NULL,2018-04-17
UA015194,2018-04-22,NULL,2018-04-22
UA015195,2018-03-13,NULL,2018-03-13
UA015196,2018-04-04,NULL,2018-04-04
UA015197,2018-02-28,NULL,2018-02-28
UA015198,2018-03-01,NULL,2018-03-01
UA015199,2018-02-08,NULL,2018-02-08
UA015200,2018-03-31,NULL,2018-03-31
UA015201,2017-02-23,NULL,NULL
UA015202,2018-03-31,NULL,2018-03-31
UA015203,2018-04-07,NULL,2018-04-07
UA015204,2018-01-17,NULL,2018-01-17
UA015205,2018-03-22,NULL,2018-03-22
UA015206,2018-03-16,NULL,2018-03-16
UA015207,2018-02-28,NULL,2018-02-28
UA015208,2017-04-23,NULL,NULL
UA015209,2018-03-13,NULL,2018-03-13
UA015210,2018-03-07,NULL,2018-03-07
UA015211,2018-03-27,NULL,2018-03-27
UA015212,2018-03-28,NULL,2018-03-28
UA015213,2017-09-22,NULL,NULL
UA015214,2018-02-14,NULL,2018-02-14
UA015215,2018-04-30,NULL,2018-04-30
UA015216,2018-02-25,NULL,2018-02-25
UA015217,2018-03-25,NULL,2018-03-25
UA015218,2018-04-20,NULL,2018-04-20
UA015219,2018-03-04,NULL,2018-03-04
UA015220,2018-02-21,NULL,2018-02-21
UA015221,2018-03-11,NULL,2018-03-11
UA015222,2018-03-12,NULL,2018-03-12
UA015223,2018-04-12,NULL,2018-04-12
UA015224,2018-04-04,NULL,2018-04-04
UA015225,2018-04-21,NULL,2018-04-21
UA015226,2018-04-27,NULL,2018-04-27
UA015227,2018-02-02,NULL,2018-02-02
UA015228,2017-07-12,NULL,NULL
UA015229,2018-04-30,NULL,2018-04-30
UA015230,2018-04-22,NULL,2018-04-22
UA015231,2018-03-11,NULL,2018-03-11
UA015232,2018-04-11,NULL,2018-04-11
UA015233,2018-04-14,NULL,2018-04-14
UA015234,2018-04-18,NULL,2018-04-18
UA015235,2018-02-24,NULL,2018-02-24
UA015236,2018-05-01,NULL,2018-05-01
UA015237,2018-02-11,NULL,2018-02-11
UA015238,2018-03-28,NULL,2018-03-28
UA015239,2017-02-18,NULL,NULL
UA015240,2018-03-02,NULL,2018-03-02
UA015241,2018-04-10,NULL,2018-04-10
UA015242,2018-02-16,NULL,2018-02-16
UA015243,2018-01-24,NULL,2018-01-24
UA015244,2018-01-28,NULL,2018-01-28
UA015245,2018-03-15,NULL,2018-03-15
UA015246,2018-04-30,NULL,2018-04-30
UA015247,2018-03-13,NULL,2018-03-13
UA015248,2017-11-30,NULL,NULL
UA015249,2018-01-27,NULL,2018-01-27
UA015250,2018-02-15,NULL,2018-02-15
UA015251,2018-03-31,NULL,2018-03-31
UA015252,2018-03-23,NULL,2018-03-23
UA015253,2018-04-02,NULL,2018-04-02
UA015254,2018-04-23,NULL,2018-04-23
UA015255,2018-02-01,NULL,2018-02-01
UA015256,2018-05-01,NULL,2018-05-01
UA015257,2018-02-23,NULL,2018-02-23
UA015258,2018-01-08,NULL,2018-01-08
UA015259,2018-04-20,NULL,2018-04-20
UA015260,2018-04-03,NULL,2018-04-03
UA015261,2018-04-24,NULL,2018-04-24
UA015262,2018-03-11,NULL,2018-03-11
UA015263,2017-05-25,NULL,NULL
UA015264,2018-02-25,NULL,2018-02-25
UA015265,2018-03-06,NULL,2018-03-06
UA015266,2017-12-29,NULL,NULL
UA015267,2018-03-05,NULL,2018-03-05
UA015268,2018-02-09,NULL,2018-02-09
UA015269,2018-03-16,NULL,2018-03-16
UA015270,2017-08-31,NULL,NULL
UA015271,2018-01-04,NULL,2018-01-04
UA015272,2018-03-07,NULL,2018-03-07
UA015273,2017-02-22,NULL,NULL
UA015274,2018-03-26,NULL,2018-03-26
UA015275,2018-04-25,NULL,2018-04-25
UA015276,2018-04-08,NULL,2018-04-08
UA015277,2018-04-14,NULL,2018-04-14
UA015278,2018-03-24,NULL,2018-03-24
UA015279,2018-03-17,NULL,2018-03-17
UA015280,2018-04-16,NULL,2018-04-16
UA015281,2018-04-27,NULL,2018-04-27
UA015282,2018-04-15,NULL,2018-04-15
UA015283,2018-01-15,NULL,2018-01-15
UA015284,2018-03-19,NULL,2018-03-19
UA015285,2018-03-24,NULL,2018-03-24
UA015286,2018-02-07,NULL,2018-02-07
UA015287,2018-04-25,NULL,2018-04-25
UA015288,2018-04-03,NULL,2018-04-03
UA015289,2018-01-17,NULL,2018-01-17
UA015290,2018-01-30,NULL,2018-01-30
UA015291,2017-07-14,NULL,NULL
UA015292,2018-04-22,NULL,2018-04-22
UA015293,2018-02-25,NULL,2018-02-25
UA015294,2018-04-07,NULL,2018-04-07
UA015295,2018-02-21,NULL,2018-02-21
UA015296,2018-04-01,NULL,2018-04-01
UA015297,2018-01-24,NULL,2018-01-24
UA015298,2018-04-01,NULL,2018-04-01
UA015299,2018-01-23,NULL,2018-01-23
UA015300,2018-03-04,NULL,2018-03-04
UA015301,2018-04-17,NULL,2018-04-17
UA015302,2018-04-04,NULL,2018-04-04
UA015303,2018-03-20,NULL,2018-03-20
UA015304,2017-02-02,NULL,NULL
UA015305,2018-02-13,NULL,2018-02-13
UA015306,2018-03-30,NULL,2018-03-30
UA015307,2018-01-16,NULL,2018-01-16
UA015308,2017-12-06,NULL,NULL
UA015309,2018-03-10,NULL,2018-03-10
UA015310,2017-10-03,NULL,NULL
UA015311,2017-04-11,NULL,NULL
UA015312,2018-04-13,NULL,2018-04-13
UA015313,2018-01-27,NULL,2018-01-27
UA015314,2018-02-19,NULL,2018-02-19
UA015315,2018-03-11,NULL,2018-03-11
UA015316,2018-04-28,NULL,2018-04-28
UA015317,2017-04-20,NULL,NULL
UA015318,2018-03-08,NULL,2018-03-08
UA015319,2018-03-12,NULL,2018-03-12
UA015320,2018-04-15,NULL,2018-04-15
UA015321,2018-04-21,NULL,2018-04-21
UA015322,2018-02-07,NULL,2018-02-07
UA015323,2018-01-16,NULL,2018-01-16
UA015324,2018-04-08,NULL,2018-04-08
UA015325,2018-03-22,NULL,2018-03-22
UA015326,2018-04-04,NULL,2018-04-04
UA015327,2018-04-04,NULL,2018-04-04
UA015328,2018-02-23,NULL,2018-02-23
UA015329,2018-04-27,NULL,2018-04-27
UA015330,2018-01-11,NULL,2018-01-11
UA015331,2017-05-10,NULL,NULL
UA015332,2018-04-24,NULL,2018-04-24
UA015333,2018-02-17,NULL,2018-02-17
UA015334,2018-04-05,NULL,2018-04-05
UA015335,2018-04-24,NULL,2018-04-24
UA015336,2017-09-28,NULL,NULL
UA015337,2017-03-04,NULL,NULL
UA015338,2018-04-21,NULL,2018-04-21
UA015339,2018-02-25,NULL,2018-02-25
UA015340,2018-04-25,NULL,2018-04-25
UA015341,2018-01-06,NULL,2018-01-06
UA015342,2018-03-29,NULL,2018-03-29
UA015343,2018-01-24,NULL,2018-01-24
UA015344,2018-01-14,NULL,2018-01-14
UA015345,2018-01-01,NULL,2018-01-01
UA015346,2018-03-12,NULL,2018-03-12
UA015347,2018-03-03,NULL,2018-03-03
UA015348,2018-01-26,NULL,2018-01-26
UA015349,2018-04-11,NULL,2018-04-11
UA015350,2018-04-03,NULL,2018-04-03
UA015351,2018-03-22,NULL,2018-03-22
UA015352,2018-03-07,NULL,2018-03-07
UA015353,2018-04-12,NULL,2018-04-12
UA015354,2018-01-04,NULL,2018-01-04
UA015355,2018-02-07,NULL,2018-02-07
UA015356,2018-04-28,NULL,2018-04-28
UA015357,2017-12-04,NULL,NULL
UA015358,2018-02-20,NULL,2018-02-20
UA015359,2018-04-07,NULL,2018-04-07
UA015360,2017-12-13,NULL,NULL
UA015361,2018-04-23,NULL,2018-04-23
UA015362,2018-04-09,NULL,2018-04-09
UA015363,2018-04-08,NULL,2018-04-08
UA015364,2018-03-24,NULL,2018-03-24
UA015365,2018-04-05,NULL,2018-04-05
UA015366,2018-04-09,NULL,2018-04-09
UA015367,2018-04-13,NULL,2018-04-13
UA015368,2018-03-19,NULL,2018-03-19
UA015369,2018-03-04,NULL,2018-03-04
UA015370,2018-04-22,NULL,2018-04-22
UA015371,2018-02-24,NULL,2018-02-24
UA015372,2018-04-03,NULL,2018-04-03
UA015373,2018-03-27,NULL,2018-03-27
UA015374,2018-04-09,NULL,2018-04-09
UA015375,2018-04-20,NULL,2018-04-20
UA015376,2018-02-20,NULL,2018-02-20
UA015377,2018-03-21,NULL,2018-03-21
UA015378,2018-04-28,NULL,2018-04-28
UA015379,2018-03-17,NULL,2018-03-17
UA015380,2018-04-01,NULL,2018-04-01
UA015381,2017-09-14,NULL,NULL
UA015382,2018-04-13,NULL,2018-04-13
UA015383,2018-02-12,NULL,2018-02-12
UA015384,2018-04-24,NULL,2018-04-24
UA015385,2018-03-23,NULL,2018-03-23
UA015386,2018-02-13,NULL,2018-02-13
UA015387,2018-04-01,NULL,2018-04-01
UA015388,2018-03-05,NULL,2018-03-05
UA015389,2018-04-10,NULL,2018-04-10
UA015390,2018-04-18,NULL,2018-04-18
UA015391,2018-04-22,NULL,2018-04-22
UA015392,2018-04-26,NULL,2018-04-26
UA015393,2017-07-04,NULL,NULL
UA015394,2018-01-04,NULL,2018-01-04
UA015395,2018-02-28,NULL,2018-02-28
UA015396,2018-04-17,NULL,2018-04-17
UA015397,2018-04-13,NULL,2018-04-13
UA015398,2018-04-25,NULL,2018-04-25
UA015399,2018-03-12,NULL,2018-03-12
UA015400,2017-08-28,NULL,NULL
UA015401,2018-04-28,NULL,2018-04-28
UA015402,2018-04-30,NULL,2018-04-30
UA015403,2018-02-17,NULL,2018-02-17
UA015404,2018-03-12,NULL,2018-03-12
UA015405,2018-04-16,NULL,2018-04-16
UA015406,2018-03-06,NULL,2018-03-06
UA015407,2018-02-04,NULL,2018-02-04
UA015408,2018-04-04,NULL,2018-04-04
UA015409,2018-03-15,NULL,2018-03-15
UA015410,2018-04-12,NULL,2018-04-12
UA015411,2018-03-19,NULL,2018-03-19
UA015412,2018-02-11,NULL,2018-02-11
UA015413,2018-03-26,NULL,2018-03-26
UA015414,2018-02-25,NULL,2018-02-25
UA015415,2018-01-23,NULL,2018-01-23
UA015416,2018-03-07,NULL,2018-03-07
UA015417,2018-03-18,NULL,2018-03-18
UA015418,2018-03-10,NULL,2018-03-10
UA015419,2017-07-15,NULL,NULL
UA015420,2017-01-20,NULL,NULL
UA015421,2017-08-12,NULL,NULL
UA015422,2018-04-19,NULL,2018-04-19
UA015423,2018-04-25,NULL,2018-04-25
UA015424,2018-03-18,NULL,2018-03-18
UA015425,2018-02-06,NULL,2018-02-06
UA015426,2018-04-03,NULL,2018-04-03
UA015427,2018-03-24,NULL,2018-03-24
UA015428,2018-04-21,NULL,2018-04-21
UA015429,2018-04-22,NULL,2018-04-22
UA015430,2017-03-14,NULL,NULL
UA015431,2018-03-21,NULL,2018-03-21
UA015432,2018-03-13,NULL,2018-03-13
UA015433,2018-04-03,NULL,2018-04-03
UA015434,2018-04-15,NULL,2018-04-15
UA015435,2018-04-15,NULL,2018-04-15
UA015436,2018-04-10,NULL,2018-04-10
UA015437,2018-03-17,NULL,2018-03-17
UA015438,2018-02-08,NULL,2018-02-08
UA015439,2018-02-24,NULL,2018-02-24
UA015440,2018-02-07,NULL,2018-02-07
UA015441,2018-02-27,NULL,2018-02-27
UA015442,2018-04-03,NULL,2018-04-03
UA015443,2018-04-28,NULL,2018-04-28
UA015444,2018-04-29,NULL,2018-04-29
UA015445,2018-01-16,NULL,2018-01-16
UA015446,2018-01-09,NULL,2018-01-09
UA015447,2018-05-01,NULL,2018-05-01
UA015448,2018-03-09,NULL,2018-03-09
UA015449,2018-01-17,NULL,2018-01-17
UA015450,2018-02-08,NULL,2018-02-08
UA015451,2018-01-22,NULL,2018-01-22
UA015452,2018-03-03,NULL,2018-03-03
UA015453,2018-04-07,NULL,2018-04-07
UA015454,2018-04-16,NULL,2018-04-16
UA015455,2018-03-20,NULL,2018-03-20
UA015456,2018-04-19,NULL,2018-04-19
UA015457,2018-04-04,NULL,2018-04-04
UA015458,2018-04-08,NULL,2018-04-08
UA015459,2018-04-18,NULL,2018-04-18
UA015460,2018-03-23,NULL,2018-03-23
UA015461,2018-01-05,NULL,2018-01-05
UA015462,2018-04-19,NULL,2018-04-19
UA015463,2018-02-09,NULL,2018-02-09
UA015464,2018-04-18,NULL,2018-04-18
UA015465,2018-04-07,NULL,2018-04-07
UA015466,2018-01-02,NULL,2018-01-02
UA015467,2018-04-20,NULL,2018-04-20
UA015468,2018-04-18,NULL,2018-04-18
UA015469,2018-03-16,NULL,2018-03-16
UA015470,2018-02-13,NULL,2018-02-13
UA015471,2018-04-10,NULL,2018-04-10
UA015472,2018-03-04,NULL,2018-03-04
UA015473,2018-04-04,NULL,2018-04-04
UA015474,2018-03-26,NULL,2018-03-26
UA015475,2018-04-02,NULL,2018-04-02
UA015476,2018-03-12,NULL,2018-03-12
UA015477,2018-02-16,NULL,2018-02-16
UA015478,2018-05-01,NULL,2018-05-01
UA015479,2018-03-13,NULL,2018-03-13
UA015480,2018-03-15,NULL,2018-03-15
UA015481,2018-03-14,NULL,2018-03-14
UA015482,2018-05-01,NULL,2018-05-01
UA015483,2018-03-25,NULL,2018-03-25
UA015484,2018-01-17,NULL,2018-01-17
UA015485,2018-02-16,NULL,2018-02-16
UA015486,2018-03-23,NULL,2018-03-23
UA015487,2018-02-20,NULL,2018-02-20
UA015488,2018-01-29,NULL,2018-01-29
UA015489,2018-04-22,NULL,2018-04-22
UA015490,2018-04-19,NULL,2018-04-19
UA015491,2018-03-26,NULL,2018-03-26
UA015492,2018-04-08,NULL,2018-04-08
UA015493,2018-03-30,NULL,2018-03-30
UA015494,2018-03-30,NULL,2018-03-30
UA015495,2018-01-11,NULL,2018-01-11
UA015496,2018-05-01,NULL,2018-05-01
UA015497,2018-04-21,NULL,2018-04-21
UA015498,2017-09-15,NULL,NULL
UA015499,2018-02-27,NULL,2018-02-27
UA015500,2018-01-30,NULL,2018-01-30
UA015501,2017-05-30,NULL,NULL
UA015502,2018-04-22,NULL,2018-04-22
UA015503,2018-04-16,NULL,2018-04-16
UA015504,2018-03-31,NULL,2018-03-31
UA015505,2018-03-16,NULL,2018-03-16
UA015506,2018-02-08,NULL,2018-02-08
UA015507,2018-04-11,NULL,2018-04-11
UA015508,2018-04-18,NULL,2018-04-18
UA015509,2018-04-10,NULL,2018-04-10
UA015510,2018-05-01,NULL,2018-05-01
UA015511,2017-08-15,NULL,NULL
UA015512,2018-04-17,NULL,2018-04-17
UA015513,2018-04-04,NULL,2018-04-04
UA015514,2018-02-13,NULL,2018-02-13
UA015515,2018-04-01,NULL,2018-04-01
UA015516,2018-02-06,NULL,2018-02-06
UA015517,2018-04-24,NULL,2018-04-24
UA015518,2018-04-30,NULL,2018-04-30
UA015519,2018-04-16,NULL,2018-04-16
UA015520,2018-02-09,NULL,2018-02-09
UA015521,2018-03-07,NULL,2018-03-07
UA015522,2018-03-04,NULL,2018-03-04
UA015523,2018-04-15,NULL,2018-04-15
UA015524,2018-04-15,NULL,2018-04-15
UA015525,2018-03-13,NULL,2018-03-13
UA015526,2018-04-05,NULL,2018-04-05
UA015527,2018-03-13,NULL,2018-03-13
UA015528,2018-02-04,NULL,2018-02-04
UA015529,2018-04-17,NULL,2018-04-17
UA015530,2018-04-27,NULL,2018-04-27
UA015531,2017-07-09,NULL,NULL
UA015532,2018-03-09,NULL,2018-03-09
UA015533,2018-04-06,NULL,2018-04-06
UA015534,2018-04-01,NULL,2018-04-01
UA015535,2018-03-06,NULL,2018-03-06
UA015536,2018-04-13,NULL,2018-04-13
UA015537,2018-02-24,NULL,2018-02-24
UA015538,2018-03-17,NULL,2018-03-17
UA015539,2018-02-02,NULL,2018-02-02
UA015540,2017-08-13,NULL,NULL
UA015541,2018-02-14,NULL,2018-02-14
UA015542,2018-03-09,NULL,2018-03-09
UA015543,2017-06-03,NULL,NULL
UA015544,2018-04-22,NULL,2018-04-22
UA015545,2018-02-06,NULL,2018-02-06
UA015546,2018-04-07,NULL,2018-04-07
UA015547,2017-05-03,NULL,NULL
UA015548,2018-02-21,NULL,2018-02-21
UA015549,2018-03-15,NULL,2018-03-15
UA015550,2018-04-27,NULL,2018-04-27
UA015551,2018-04-25,NULL,2018-04-25
UA015552,2017-10-24,NULL,NULL
UA015553,2018-02-02,NULL,2018-02-02
UA015554,2018-04-13,NULL,2018-04-13
UA015555,2018-04-20,NULL,2018-04-20
UA015556,2018-04-20,NULL,2018-04-20
UA015557,2018-03-13,NULL,2018-03-13
UA015558,2018-01-19,NULL,2018-01-19
UA015559,2018-04-24,NULL,2018-04-24
UA015560,2018-04-18,NULL,2018-04-18
UA015561,2017-06-23,NULL,NULL
UA015562,2018-04-13,NULL,2018-04-13
UA015563,2018-04-02,NULL,2018-04-02
UA015564,2018-03-30,NULL,2018-03-30
UA015565,2018-02-22,NULL,2018-02-22
UA015566,2018-04-04,NULL,2018-04-04
UA015567,2018-03-10,NULL,2018-03-10
UA015568,2017-01-22,NULL,NULL
UA015569,2017-05-02,NULL,NULL
UA015570,2018-02-21,NULL,2018-02-21
UA015571,2018-04-25,NULL,2018-04-25
UA015572,2018-03-16,NULL,2018-03-16
UA015573,2018-03-18,NULL,2018-03-18
UA015574,2018-04-19,NULL,2018-04-19
UA015575,2018-03-07,NULL,2018-03-07
UA015576,2018-04-18,NULL,2018-04-18
UA015577,2018-03-19,NULL,2018-03-19
UA015578,2018-04-17,NULL,2018-04-17
UA015579,2017-07-27,NULL,NULL
UA015580,2018-03-07,NULL,2018-03-07
UA015581,2018-04-24,NULL,2018-04-24
UA015582,2018-03-06,NULL,2018-03-06
UA015583,2018-03-15,NULL,2018-03-15
UA015584,2018-04-19,NULL,2018-04-19
UA015585,2018-01-10,NULL,2018-01-10
UA015586,2018-01-16,NULL,2018-01-16
UA015587,2018-04-28,NULL,2018-04-28
UA015588,2018-05-01,NULL,2018-05-01
UA015589,2018-04-01,NULL,2018-04-01
UA015590,2018-03-07,NULL,2018-03-07
UA015591,2018-04-26,NULL,2018-04-26
UA015592,2018-04-12,NULL,2018-04-12
UA015593,2018-04-03,NULL,2018-04-03
UA015594,2018-03-03,NULL,2018-03-03
UA015595,2018-03-18,NULL,2018-03-18
UA015596,2018-04-04,NULL,2018-04-04
UA015597,2018-04-01,NULL,2018-04-01
UA015598,2018-04-30,NULL,2018-04-30
UA015599,2018-04-21,NULL,2018-04-21
UA015600,2017-06-27,NULL,NULL
UA015601,2018-04-16,NULL,2018-04-16
UA015602,2018-04-23,NULL,2018-04-23
UA015603,2018-04-30,NULL,2018-04-30
UA015604,2017-04-19,NULL,NULL
UA015605,2018-04-16,NULL,2018-04-16
UA015606,2018-03-28,NULL,2018-03-28
UA015607,2018-04-04,NULL,2018-04-04
UA015608,2018-04-12,NULL,2018-04-12
UA015609,2018-04-18,NULL,2018-04-18
UA015610,2018-03-04,NULL,2018-03-04
UA015611,2018-04-24,NULL,2018-04-24
UA015612,2018-03-02,NULL,2018-03-02
UA015613,2018-04-15,NULL,2018-04-15
UA015614,2018-02-17,NULL,2018-02-17
UA015615,2018-04-28,NULL,2018-04-28
UA015616,2018-03-09,NULL,2018-03-09
UA015617,2018-03-19,NULL,2018-03-19
UA015618,2018-03-21,NULL,2018-03-21
UA015619,2018-04-12,NULL,2018-04-12
UA015620,2018-03-05,NULL,2018-03-05
UA015621,2018-04-26,NULL,2018-04-26
UA015622,2018-03-01,NULL,2018-03-01
UA015623,2018-04-14,NULL,2018-04-14
UA015624,2018-05-01,NULL,2018-05-01
UA015625,2018-04-04,NULL,2018-04-04
UA015626,2018-04-29,NULL,2018-04-29
UA015627,2018-02-02,NULL,2018-02-02
UA015628,2018-03-19,NULL,2018-03-19
UA015629,2018-01-25,NULL,2018-01-25
UA015630,2018-02-25,NULL,2018-02-25
UA015631,2018-01-23,NULL,2018-01-23
UA015632,2018-03-20,NULL,2018-03-20
UA015633,2018-04-18,NULL,2018-04-18
UA015634,2018-04-22,NULL,2018-04-22
UA015635,2018-02-02,NULL,2018-02-02
UA015636,2018-04-19,NULL,2018-04-19
UA015637,2017-11-22,NULL,NULL
UA015638,2018-04-09,NULL,2018-04-09
UA015639,2018-04-03,NULL,2018-04-03
UA015640,2018-01-31,NULL,2018-01-31
UA015641,2018-02-28,NULL,2018-02-28
UA015642,2018-02-22,NULL,2018-02-22
UA015643,2018-03-24,NULL,2018-03-24
UA015644,2018-03-31,NULL,2018-03-31
UA015645,2018-04-10,NULL,2018-04-10
UA015646,2018-04-26,NULL,2018-04-26
UA015647,2018-03-22,NULL,2018-03-22
UA015648,2018-02-18,NULL,2018-02-18
UA015649,2018-03-06,NULL,2018-03-06
UA015650,2018-03-28,NULL,2018-03-28
UA015651,2018-04-17,NULL,2018-04-17
UA015652,2017-02-08,NULL,NULL
UA015653,2018-03-15,NULL,2018-03-15
UA015654,2018-04-09,NULL,2018-04-09
UA015655,2018-02-18,NULL,2018-02-18
UA015656,2018-01-14,NULL,2018-01-14
UA015657,2017-01-18,NULL,NULL
UA015658,2018-02-06,NULL,2018-02-06
UA015659,2018-04-06,NULL,2018-04-06
UA015660,2018-04-10,NULL,2018-04-10
UA015661,2018-04-10,NULL,2018-04-10
UA015662,2018-04-20,NULL,2018-04-20
UA015663,2018-04-28,NULL,2018-04-28
UA015664,2018-04-04,NULL,2018-04-04
UA015665,2018-04-07,NULL,2018-04-07
UA015666,2018-03-26,NULL,2018-03-26
UA015667,2018-04-06,NULL,2018-04-06
UA015668,2018-04-06,NULL,2018-04-06
UA015669,2018-03-22,NULL,2018-03-22
UA015670,2018-02-09,NULL,2018-02-09
UA015671,2018-04-02,NULL,2018-04-02
UA015672,2018-02-13,NULL,2018-02-13
UA015673,2018-01-30,NULL,2018-01-30
UA015674,2018-04-03,NULL,2018-04-03
UA015675,2018-04-22,NULL,2018-04-22
UA015676,2018-01-31,NULL,2018-01-31
UA015677,2018-04-08,NULL,2018-04-08
UA015678,2018-02-01,NULL,2018-02-01
UA015679,2017-02-04,NULL,NULL
UA015680,2017-03-16,NULL,NULL
UA015681,2018-04-29,NULL,2018-04-29
UA015682,2018-02-14,NULL,2018-02-14
UA015683,2017-02-12,NULL,NULL
UA015684,2018-04-01,NULL,2018-04-01
UA015685,2018-02-12,NULL,2018-02-12
UA015686,2018-04-09,NULL,2018-04-09
UA015687,2018-04-29,NULL,2018-04-29
UA015688,2018-03-09,NULL,2018-03-09
UA015689,2018-03-28,NULL,2018-03-28
UA015690,2018-03-01,NULL,2018-03-01
UA015691,2018-03-07,NULL,2018-03-07
UA015692,2018-01-16,NULL,2018-01-16
