UserAccountId,IsWorking,StartDate,EndDate,JobTitle,FullTime,CompanyName,WorkSiteCity,WorkSiteState,WorkSiteCountry,WorkSitePostCode,Description
UA007030,N,2017-10-02,2020-09-30,"COMPUTER PROGRAMMER",Y,"MERCURY SYSTEMS, INC.","NEW YORK",NY,NULL,10011,"COMPUTER PROGRAMMERS"
UA007031,N,2017-10-23,2020-10-23,"SENIOR SOURCING ENGINEER",Y,"MEDTRONIC, INC.",NORTHRIDGE,CA,NULL,91325-1219,"INDUSTRIAL ENGINEERS"
UA007032,N,2017-10-30,2020-10-30,"INVESTMENT DIRECTOR (INFORMATION TECHNOLOGY)",Y,"INFOCOMM INVESTMENTS (US) LLC","SAN FRANCISCO",CA,NULL,94107,"COMPUTER SYSTEMS ANALYSTS"
UA007033,Y,2018-01-22,2021-01-21,"WEBSPHERE ADMINISTRATOR",Y,"BOSS TECHNOLOGIES, INC",ALPHARETTA,GA,NULL,30022,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
UA007034,Y,2017-10-02,2020-10-01,"COMPUTER SYSTEMS ANALSYT",Y,"LORSHI SYSTEMS, LLC",SEATTLE,WA,NULL,98104,"COMPUTER SYSTEMS ANALYSTS"
UA007035,N,2017-10-09,2020-10-09,"PROGRAMMER ANALYST",Y,"VISTA APPLIED SOLUTIONS GROUP INC",HIAWATHA,KS,NULL,66434,"COMPUTER SYSTEMS ANALYSTS"
UA007036,N,2017-10-09,2020-10-09,"PROGRAMMER ANALYST",Y,"VISTA APPLIED SOLUTIONS GROUP INC",WILMINGTON,DE,NULL,19801,"COMPUTER SYSTEMS ANALYSTS"
UA007037,N,2017-10-11,2020-10-11,"SENIOR BUSINESS ANALYST",Y,"BANK OF THE WEST","SAN RAMON",CA,NULL,94583,"INFORMATION SECURITY ANALYSTS"
UA007038,N,2017-10-09,2020-10-09,"TABLEAU INFORMATICA ADMINISTRATOR",Y,"FLEXTON, INC.","MOUNTAIN VIEW",CA,NULL,94043,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007039,N,2018-02-20,2021-02-19,"ASSISTANT PROFESSOR 10 MONTH",Y,"STATE UNIVERSITY OF NEW YORK AT BUFFALO",BUFFALO,NY,NULL,14260,"BUSINESS TEACHERS, POSTSECONDARY"
UA007040,Y,2018-01-01,2020-12-29,LECTURER,N,"THE UNIVERSITY OF ARIZONA",TUCSON,AZ,NULL,85721,"ARCHITECTURE TEACHERS, POSTSECONDARY"
UA007041,Y,2017-10-02,2020-10-01,"COMPUTER PROGRAMMER",Y,"HANU SOFTWARE SOLUTIONS, INC.",ANDOVER,MA,NULL,1810,"COMPUTER PROGRAMMERS"
UA007042,Y,2017-10-02,2020-10-01,"TAX CONSULTANT",Y,"DELOITTE TAX LLP","SAN FRANCISCO",CA,NULL,94105,"ACCOUNTANTS AND AUDITORS"
UA007043,N,2017-10-02,2020-09-28,ARCHITECT,Y,"TATA CONSULTANCY SERVICES LIMITED",ROSEMEAD,CA,NULL,91770,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007044,Y,2017-10-10,2020-09-04,ASSOCIATE,Y,"WILSON SONSINI GOODRICH &AMP; ROSATI","PALO ALTO",CA,NULL,94304,LAWYERS
UA007045,N,2017-10-02,2019-12-31,"SOFTWARE DEVELOPER",Y,"ALPHA NET CONSULTING LLC","MOUNTAIN VIEW",CA,NULL,94043,"COMPUTER PROGRAMMERS"
UA007046,Y,2017-10-03,2020-10-03,"REGULATORY OPERATIONS SPECIALIST",Y,"INFOLOGITECH, INC.",GAITHERBURG,MD,NULL,20878,"COMPLIANCE OFFICERS"
UA007047,N,2018-03-16,2021-03-15,"SENIOR DATABASE ADMINISTRATOR",Y,"CYMA SYSTEMS INC",KEENE,NH,NULL,3431,"DATABASE ADMINISTRATORS"
UA007048,Y,2017-10-02,2020-10-01,"ERP ENGINEER",Y,"PANTAR SOLUTIONS INC",KOHLER,WI,NULL,53044,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007049,Y,2017-10-02,2019-09-17,"SAP MM CONSULTANT",Y,"DATA SOLUTIONS INC.","NORTH BERGEN",NJ,NULL,7047,"COMPUTER SYSTEMS ANALYSTS"
UA007050,Y,2017-11-01,2020-07-15,"CLINICAL PATHOLOGY RESIDENT",Y,"NORTH CAROLINA STATE UNIVERSITY",RALEIGH,NC,NULL,27607,VETERINARIANS
UA007051,Y,2017-10-16,2020-10-15,"ASSOCIATE SCIENTIST, BIOANALYTICS BD & PK",Y,"INTELLIA THERAPEUTICS, INC.",CAMBRIDGE,MA,NULL,2139,"BIOCHEMISTS AND BIOPHYSICISTS"
UA007052,Y,2017-10-09,2020-10-08,"MANAGING ECONOMIST",Y,"DLA PIPER LLP (US)","NEW YORK",NY,NULL,10020,ECONOMISTS
UA007053,Y,2017-10-02,2020-10-01,"ACCOUNT EXECUTIVE 2, DIRECT SALES",Y,"VCE COMPANY LLC","NEW YORK",NY,NULL,10121,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA007054,N,2017-10-09,2020-10-08,"CUSTOMER QUALITY ENGINEER III",Y,"APPLIED MATERIALS, INC.","SANTA CLARA",CA,NULL,95054,"COMPUTER SYSTEMS ANALYSTS"
UA007055,Y,2018-04-01,2021-03-31,"HARDWARE ENGINEER",Y,"QUALCOMM TECHNOLOGIES, INC.","SAN JOSE",CA,NULL,95110,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER"
UA007056,Y,2018-04-01,2021-03-31,"STAFF HARDWARE ENGINEER",Y,"QUALCOMM TECHNOLOGIES, INC.","SAN JOSE",CA,NULL,95110,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER"
UA007057,N,2017-12-01,2018-12-01,"CONTACT CENTER SOFTWARE DEVELOPMENT CONSULTANT",Y,"VOYA SERVICES COMPANY",WINDSOR,CT,NULL,6095,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007058,Y,2017-11-01,2020-11-01,"ASSOCIATE, INVESTMENTS BUSINESS MANAGEMENT",Y,"JPMORGAN CHASE &AMP; CO.","NEW YORK",NY,NULL,10017,"MANAGEMENT ANALYSTS"
UA007059,N,2018-02-14,2021-02-14,"SENIOR ASSOCIATE PROGRAMMING",Y,"DFS CORPORATE SERVICES LLC",RIVERWOODS,IL,NULL,60015,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007060,N,2017-10-06,2020-10-05,"TECH. PROFESSIONAL IV - HEAT TRANSFER EQUIPMENT ENGINEERING",Y,"WOOD GROUP USA, INC.",HOUSTON,TX,NULL,77084,"MECHANICAL ENGINEERS"
UA007061,N,2018-04-01,2021-03-31,"STAFF SOFTWARE/SYSTEMS TEST ENGINEER",Y,"QUALCOMM TECHNOLOGIES, INC.","SAN JOSE",CA,NULL,95131,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA007062,N,2017-10-09,2020-10-08,"FULL-STACK SENIOR SOFTWARE ENGINEER",Y,"PROTERRA INC.",BURLINGAME,CA,NULL,94010,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007063,N,2017-10-04,2020-10-03,"SENIOR CONSULTANT (.NET DEVELOPER)",Y,"INFORMATION CONTROL COMPANY LLC",BUFFALO,NY,NULL,14203,"COMPUTER SYSTEMS ANALYSTS"
UA007064,Y,2017-10-16,2020-10-16,"QUALITY ASSURANCE ENGINEER",Y,"PHILIPS ELECTRONICS NORTH AMERICA CORPORATION",ALPHARETTA,GA,NULL,30022,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007065,Y,2017-10-16,2020-10-15,"WIRELESS SYSTEM TEST ENGINEER",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"ELECTRICAL ENGINEERS"
UA007066,Y,2018-03-23,2021-03-22,"SENIOR PROGRAM MANAGER",Y,"THE MATHWORKS, INC.",NATICK,MA,NULL,1760,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007067,N,2017-11-17,2019-11-17,"PRINCIPAL INDUSTRIAL DESIGNER",Y,"PROVO CRAFT & NOVELTY, INC.","SOUTH JORDAN",UT,NULL,84095,"COMMERCIAL AND INDUSTRIAL DESIGNERS"
UA007068,Y,2017-10-02,2020-09-15,"BUSINESS ANALYST",Y,"WEBJECT SYSTEMS, INC.",QUINCY,MA,NULL,2171,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER"
UA007069,N,2017-10-30,2020-10-29,"SENIOR SOFTWARE DEVELOPER",Y,"RANDSTAD TECHNOLOGIES, LLC","ST PAUL",MN,NULL,55112,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007070,Y,2018-04-01,2021-03-31,"ASSOCIATE DIRECTOR, PRODUCT DEVELOPMENT",Y,"EPIC PHARMA LLC",LAURELTON,NY,NULL,11413,"INDUSTRIAL PRODUCTION MANAGERS"
UA007071,N,2017-10-09,2020-10-08,"SALESFORCE ARCHITECT",Y,"OPTUM SERVICES, INC.","EDEN PRAIRIE",MN,NULL,55344,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007072,N,2017-10-28,2020-10-27,"SOFTWARE ENGINEER",Y,"JM INFORMATION SYSTEMS, LLC","NEW YORK",NY,NULL,10018,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007073,N,2017-10-15,2020-10-14,"FUNCTIONAL EXCELLENCE MANAGER- HUMAN RESOURCES",Y,"CUMMINS INC.",NASHVILLE,TN,NULL,37214,"ARCHITECTURAL AND ENGINEERING MANAGERS"
UA007074,N,2017-10-02,2020-10-02,"PROGRAMMER ANALYST",Y,"DEFT GLOBAL INC.",ROSELAND,NJ,NULL,7068,"COMPUTER SYSTEMS ANALYSTS"
UA007075,N,2018-03-25,2021-03-24,"SOFTWARE ENGINEER (1615.2359)",Y,"GOOGLE INC.","MOUNTAIN VIEW",CA,NULL,94043,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007076,N,2017-10-23,2020-10-23,"CORPORATE STRATEGY ANALYST",Y,"SUPER MICRO COMPUTER, INC","SAN JOSE",CA,NULL,95131,"FINANCIAL ANALYSTS"
UA007077,N,2017-11-01,2018-12-12,"SENIOR SOFTWARE ENGINEER",Y,"IBM INDIA PRIVATE LIMITED","WHITEHOUSE STATION",NJ,NULL,8889,"COMPUTER PROGRAMMERS"
UA007078,N,2017-10-15,2020-10-14,"INDUSTRIAL DESIGNER",N,"AQUA DESIGN GROUP INC.",BROOKLYN,NY,NULL,11234,"COMMERCIAL AND INDUSTRIAL DESIGNERS"
UA007079,Y,2017-10-30,2020-10-30,"FUNCTIONAL ANALYST, SAP SD",Y,"UNDER ARMOUR, INC.",BALTIMORE,MD,NULL,21230,"COMPUTER SYSTEMS ANALYSTS"
UA007080,Y,2017-10-23,2020-10-22,"SENIOR SOFTWARE DEVELOPER",Y,"RANDSTAD TECHNOLOGIES, LLC",CHARLOTTE,NC,NULL,28255,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007081,Y,2017-10-09,2020-10-08,"BUSINESS SYSTEMS ANALYST",Y,"MORLOGIC, INC.",KALAMAZOO,MI,NULL,49008,"COMPUTER SYSTEMS ANALYSTS"
UA007082,N,2017-10-03,2020-10-02,"SALES ENGINEER 1615.33645",Y,"GOOGLE INC.","MOUNTAIN VIEW",CA,NULL,94043,"SALES ENGINEERS"
UA007083,Y,2017-10-10,2020-10-10,"SR. PROGRAMMER ANALYST",Y,"EVEREST CONSULTING GROUP, INC.,",ENGLEWOOD,CO,NULL,80112,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007084,N,2017-10-16,2020-10-15,"SOFTWARE DEVELOPER",Y,"MITCHELL/MARTIN, INC.",CHICAGO,IL,NULL,60603,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007085,Y,2017-10-10,2020-10-10,"SR. MNGR,  ADVANCED ANALYTICS STRATEGY & ONSHORE CONSULTING",Y,"ECLERX LLC",ARLINGTON,VA,NULL,22204,"MANAGEMENT ANALYSTS"
UA007086,N,2017-11-02,2020-11-01,"SENIOR DATA SCIENTIST",Y,"TOUCHPAL, INC.","MOUNTAIN VIEW",CA,NULL,94040,MATHEMATICIANS
UA007087,Y,2017-10-02,2020-10-02,"ADVANCED PROGRAMMER ANALYST",Y,"KFORCE INC.",RENO,NV,NULL,89511,"COMPUTER SYSTEMS ANALYSTS"
UA007088,Y,2017-10-30,2020-10-29,"SR. DATA ENGINEER",Y,"RAYMOND JAMES & ASSOCIATES, INC.","ST. PETERSBURG",FL,NULL,33716,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007089,Y,2018-02-02,2021-02-01,"SR. WEBSPHERE ADMINISTRATOR",Y,"CARDINAL HEALTH, INC.",DUBLIN,OH,NULL,43017,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA007090,Y,2017-10-02,2019-10-01,"BUSINESS DEVELOPMENT MANAGER",Y,"PLAYSIGHT INTERACTIVE USA INC.",CRESSKILL,NJ,NULL,7626,"MARKETING MANAGERS"
UA007091,Y,2017-10-09,2020-10-09,"APPLICATIONS CONSULTANT, PROVIDER STRATEGY & ANALYTICS",Y,"HUMANA INSURANCE COMPANY",LOUISVILLE,KY,NULL,40202,"OPERATIONS RESEARCH ANALYSTS"
UA007092,Y,2017-10-06,2020-10-05,"SENIOR MANAGER",Y,"DELOITTE CONSULTING LLP","EAST PEORIA",IL,NULL,61611,"OPERATIONS RESEARCH ANALYSTS"
UA007093,N,2017-10-16,2020-10-15,"SOFTWARE ENGINEER",Y,"MICROSOFT CORPORATION",REDMOND,WA,NULL,98052,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007094,Y,2017-10-09,2020-10-08,"SYSTEMS ANALYST",Y,"WEB YOGA, INC",CARLSBAD,CA,NULL,92009,"COMPUTER SYSTEMS ANALYSTS"
UA007095,Y,2017-10-09,2020-10-09,DENTIST,Y,"FAMILIA DENTAL PEORIA 1 LLC",PEORIA,IL,NULL,61614,"DENTISTS, GENERAL"
UA007096,N,2017-10-09,2020-10-09,"PROGRAMMER ANALYST",Y,"INNOVA SOLUTIONS, INC.","NEW YORK",NY,NULL,10023,"COMPUTER PROGRAMMERS"
UA007097,Y,2017-10-09,2020-10-09,"GENERAL DENTIST",Y,"FAMILIA DENTAL MOLINE LLC",MOLINE,IL,NULL,61265,"DENTISTS, GENERAL"
UA007098,N,2017-10-09,2020-10-08,"PRINCIPAL SOFTWARE ENGINEER",Y,"NAUTO, INC.","PALO ALTO",CA,NULL,94306,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE"
UA007099,N,2017-10-02,2020-10-02,"ADVANCED PROGRAMMER ANALYST",Y,"KFORCE INC.",HICKSVILLE,NY,NULL,11801,"COMPUTER SYSTEMS ANALYSTS"
UA007100,N,2017-10-02,2020-10-02,"ADVANCED BUSINESS ANALYST",Y,"KFORCE INC.",HICKSVILLE,NY,NULL,11801,"OPERATIONS RESEARCH ANALYSTS"
UA007101,N,2017-10-02,2020-10-02,"PROJECT MANAGER",Y,"KFORCE INC.",HICKSVILLE,NY,NULL,11801,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA007102,N,2017-10-16,2020-10-16,"LANDSCAPE DESIGNER",Y,"SWA GROUP","LAGUNA BEACH",CA,NULL,92651,"LANDSCAPE ARCHITECTS"
UA007103,Y,2017-10-30,2020-10-29,"APPLICATION ARCHITECT",Y,"WESTERN UNION BUSINESS SOLUTIONS (USA), LLC",ENGLEWOOD,CO,NULL,80112,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007104,Y,2017-10-02,2020-10-02,"PROJECT MANAGER",Y,"KFORCE INC.",FAIRPORT,NY,NULL,14450,"COMPUTER AND INFORMATION SYSTEMS MANAGERS"
UA007105,Y,2017-10-09,2020-10-08,"PROGRAMMER ANALYST",Y,"PRODIGY TECHNOLOGIES, INC.",FRISCO,TX,NULL,75034,"COMPUTER SYSTEMS ANALYSTS"
UA007106,N,2017-10-03,2020-08-22,"SOFTWARE DEVELOPER",Y,"DIZER CORP","LAS VEGAS",NV,NULL,89118,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007107,Y,2017-10-09,2020-10-08,"PROGRAMMER ANALYST",Y,"PRODIGY TECHNOLOGIES, INC.",FRISCO,TX,NULL,75034,"COMPUTER SYSTEMS ANALYSTS"
UA007108,N,2017-10-03,2020-07-23,"MICROSOFT PROGRAMMER /APPLICATION DEVELOPER",Y,"DIZER CORP",PHOENIX,AZ,NULL,85003,"COMPUTER PROGRAMMERS"
UA007109,Y,2017-10-10,2020-10-09,"DATA ANALYST",Y,"COMPUTER GLOBAL SOLUTIONS INC",HOUSTON,TX,NULL,77077,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007110,N,2017-10-30,2020-10-30,"QUALITY ASSURANCE ANALYST II",Y,"APPLICATION DEVELOPMENT CONSULTANTS, LLC",TAMPA,FL,NULL,33635,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007111,N,2017-10-30,2020-10-29,"POSTDOCTORAL RESEARCH ASSOCIATE",Y,"VIRGINIA COMMONWEALTH UNIVERSITY",RICHMOND,VA,NULL,23284,"MECHANICAL ENGINEERS, R&D"
UA007112,N,2017-10-03,2020-07-17,"PROGRAMMER ANALYST/ RESIDENT  ENGINEER",Y,"DIZER CORP","SAN JOSE",CA,NULL,95134,"COMPUTER PROGRAMMERS"
UA007113,N,2017-10-02,2020-10-02,"SENIOR NETWORK ENGINEER",Y,"KFORCE INC.","ROUND ROCK",TX,NULL,78682,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
UA007114,N,2017-10-09,2020-10-08,"SOFTWARE QA ANALYST",Y,"SYSTEM SOFT TECHNOLOGIES LLC",ENGLEWOOD,CO,NULL,80113,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007115,N,2017-10-02,2020-10-01,"PATHWAYS OPERATIONS MANAGER",Y,"AMAZON.COM.DEDC LLC",LIVONIA,MI,NULL,48150,"TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS"
UA007116,N,2017-10-23,2019-10-22,"MARKETING & COMMUNICATIONS SPECIALIST",Y,"ADVANCE - GLOBAL AUSTRALIAN PROFESSIONALS INC","NEW YORK",NY,NULL,10017,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS"
UA007117,N,2017-10-03,2020-04-16,"PROGRAMMER ANALYST",Y,"VOLANTSOFT INC",MASON,OH,NULL,45040,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007118,Y,2018-02-01,2021-01-31,PROFESSOR,Y,"UNIVERSITY OF MIAMI",MIAMI,FL,NULL,33136,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY"
UA007119,Y,2017-10-05,2020-10-04,"TEST MANAGER",Y,"MINDTREE LIMITED",SUNNYVALE,CA,NULL,94089,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007120,Y,2017-10-02,2020-10-01,"PROGRAMMER ANALYST",Y,"CLOUDRAY, INC.",SUWANEE,GA,NULL,30024,"COMPUTER SYSTEMS ANALYSTS"
UA007121,N,2018-03-26,2021-03-25,"ADVISORY BUSINESS CONSULTANT",Y,"AMBER ROAD INC",MCLEAN,VA,NULL,22102,"COMPUTER SYSTEMS ANALYSTS"
UA007122,Y,2018-02-15,2021-02-15,"IT DEVELOPER II",Y,"AGCO CORPORATION",DULUTH,GA,NULL,30096,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007123,N,2018-01-24,2019-01-23,"SOFTWARE DEVELOPMENT MANAGER",Y,"AMAZON FULFILLMENT SERVICES, INC.",SEATTLE,WA,NULL,98109,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007124,Y,2017-10-09,2020-10-08,"SENIOR CONSULTANT",Y,"DELOITTE CONSULTING LLP",PHILADELPHIA,PA,NULL,19103,"COMPUTER SYSTEMS ANALYSTS"
UA007125,N,2017-10-09,2020-10-08,"SENIOR CONSULTANT",Y,"DELOITTE CONSULTING LLP",BROOMFIELD,CO,NULL,80020,"COMPUTER SYSTEMS ANALYSTS"
UA007126,Y,2017-10-15,2020-10-14,"SUPERVISING TRANSIT ENGINEER",Y,"WSP USA INC.",ORANGE,CA,NULL,92868,"ARCHITECTURAL AND ENGINEERING MANAGERS"
UA007127,Y,2018-03-20,2021-03-19,"QUALITY ENGINEER",Y,"THE MATHWORKS, INC.",NATICK,MA,NULL,1760,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007128,Y,2018-02-12,2019-02-11,"COMPUTER SYSTEMS ANALYST",Y,"YOGI, INC.",SUMMERSVILLE,WV,NULL,6651,"COMPUTER SYSTEMS ANALYSTS"
UA007129,Y,2017-10-02,2020-10-01,"MANAGER TECHNOLOGY",Y,"SAPIENT CORPORATION",HOUSTON,TX,NULL,77002,"COMPUTER SYSTEMS ANALYSTS"
UA007130,Y,2017-10-09,2020-10-09,"COMPUTER SYSTEMS ENGINEER 2",Y,"VIRTUSA CORPORATION",OMAHA,NE,NULL,68136,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007131,Y,2017-10-03,2019-07-31,"QUALITY ASSURANCE ANALYST",Y,"LOGICAL PARADIGM LLC",MOORESVILLE,NC,NULL,28117,"MANAGEMENT ANALYSTS"
UA007132,N,2017-10-15,2020-10-15,"COMPUTER SYSTEMS ADMINISTRATOR",Y,"RIVER CITY EDUCATION SERVICES, INC.",JACKSONVILLE,FL,NULL,32216,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS"
UA007133,Y,2017-10-16,2020-10-16,"SR. SOFTWARE ENGINEER",Y,"RUDRAM INFOTECH, INC",ROCKLEDGE,FL,NULL,32955,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007134,Y,2017-10-10,2020-10-09,"PROGRAMMER ANALYST",Y,"FINACLE SOFT INC.",PITTSBURGH,PA,NULL,15219,"COMPUTER PROGRAMMERS"
UA007135,N,2017-10-16,2020-10-15,"C++ DEVELOPER",Y,"RESOLVE TECH SOLUTIONS, INC.","GREENWOOD VILLAGE",CO,NULL,80111,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007136,Y,2018-02-20,2021-02-19,"DATABASE MANAGEMENT ANALYST",Y,"JPMORGAN CHASE & CO.",COLUMBUS,OH,NULL,43240,"DATABASE ADMINISTRATORS"
UA007137,N,2017-10-20,2020-10-19,"GLOBAL ENTREPRENEUR IN RESIDENCE - SOFTWARE DEVELOPMENT",N,"UNIVERSITY OF MASSACHUSETTS BOSTON",BOSTON,MA,NULL,2125,"SOFTWARE DEVELOPERS, APPLICATIONS, NON R&D"
UA007138,N,2018-01-03,2021-01-02,"LEAD STRAIN DEVELOPMENT",Y,"HELIAE DEVELOPMENT, LLC",GILBERT,AZ,NULL,85297,MICROBIOLOGISTS
UA007139,N,2017-11-28,2020-11-28,"IT OPERATIONS ANALYST",Y,"ITECH US, INC.",BROOKLYN,NY,NULL,11201,"COMPUTER SYSTEMS ANALYSTS"
UA007140,N,2018-03-31,2021-03-30,"SOFTWARE DEVELOPMENT ENGINEER I",Y,"AMAZON CORPORATE LLC",SEATTLE,WA,NULL,98109,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007141,N,2018-02-10,2021-02-10,"APPLICATIONS DEVELOPER",Y,"COLLABERA INC.",IRVING,TX,NULL,75038,"COMPUTER PROGRAMMERS"
UA007142,Y,2017-10-09,2020-10-08,"ASSOCIATE BUSINESS CONSULTANT",Y,MAJESCO,"MAPLE GROVE",MN,NULL,55369,"COMPUTER SYSTEMS ANALYSTS"
UA007143,Y,2017-10-23,2020-10-22,"ASSOCIATE SENIOR INFRASTRUCTURE DEVELOPER",Y,"JPMORGAN CHASE &AMP; CO.","JERSEY CITY",NJ,NULL,7310,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007144,Y,2017-10-16,2020-10-15,"SOFTWARE DEVELOPER",Y,"YASH & LUJAN CONSULTING, INC.",SEATTLE,WA,NULL,98134,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007145,N,2018-03-01,2021-02-28,"SENIOR RESEARCH INVESTIGATOR",Y,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA",PHILADELPHIA,PA,NULL,19104,"BIOCHEMISTS AND BIOPHYSICISTS"
UA007146,Y,2017-10-03,2020-09-04,"MTS III, SOFTWARE",Y,"PANASONIC AVIONICS CORPORATION","LAKE FOREST",CA,NULL,92630,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007147,N,2017-10-02,2019-12-31,"SOFTWARE DEVELOPER",Y,"ALPHA NET CONSULTING LLC","MOUNTAIN VIEW",CA,NULL,94043,"COMPUTER PROGRAMMERS"
UA007148,Y,2017-10-09,2020-10-09,"GENERAL DENTIST",Y,"FAMILIA DENTAL AMARILLO PLLC",AMARILLO,TX,NULL,79107,"DENTISTS, GENERAL"
UA007149,N,2017-10-09,2020-10-09,"GENERAL DENTIST",Y,"FAMILIA DENTAL MKEMIDTOWN LLC",MILWAUKEE,WI,NULL,53216,"DENTISTS, GENERAL"
UA007150,N,2018-01-01,2020-12-31,"SYSTEMS ANALYST",Y,"CONCH TECHNOLOGIES, INC.",MEMPHIS,TN,NULL,38138,"COMPUTER SYSTEMS ANALYSTS"
UA007151,N,2017-10-30,2020-10-29,SCIENTIST,Y,"ALKERMES, INC.",WALTHAM,MA,NULL,2451,CHEMISTS
UA007152,N,2017-11-01,2020-10-31,ACCOUNTANT,Y,"BOB COOK REALTORS INCORPORATED",HONOLULU,HI,NULL,96816,"ACCOUNTANTS AND AUDITORS"
UA007153,N,2018-01-20,2020-01-19,"STAFF ENGINEER",Y,"JARMEL KIZEL ARCHITECTS AND ENGINEERS",LIVINGSTON,NJ,NULL,7039,"MECHANICAL ENGINEERS"
UA007154,N,2017-10-30,2019-10-29,"DIRECTOR OF OPERATIONS",Y,"WINEONE LLC","SAN FRANCISCO",CA,NULL,94111,"GENERAL AND OPERATIONS MANAGERS"
UA007155,N,2017-10-09,2020-10-08,"SOFTWARE QA ENGINEER",Y,"RK MANAGEMENT CONSULTANTS, INC.",RICHFIELD,MN,NULL,55423,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007156,N,2017-10-09,2019-09-18,"COMPUTER SYSTEMS ANALYST",Y,"OPENBOX SOLUTIONS, INC.",REDMOND,WA,NULL,98052,"COMPUTER SYSTEMS ANALYSTS"
UA007157,Y,2017-10-30,2020-10-29,"SENIOR INTEGRATION CONSULTANT",Y,"DAMAN INCORPORATED",AUSTIN,TX,NULL,78746,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007158,Y,2017-10-02,2020-10-01,"BUSINESS SYSTEMS ANALYST",Y,"Y-AXIS, INC",MALVERN,PA,NULL,19355,"COMPUTER SYSTEMS ANALYSTS"
UA007159,Y,2017-10-02,2020-10-01,"QA AUTOMATION LEAD",Y,"V-SOFT CONSULTING GROUP, INC",CHICAGO,IL,NULL,60631,"COMPUTER OCCUPATIONS, ALL OTHER"
UA007160,N,2018-01-20,2021-01-19,INSTRUCTOR,Y,"TEXAS A&M UNIVERSITY-KINGSVILLE, PART OF TEXAS A&M UNIVERSITY SYS.",KINGSVILLE,TX,NULL,78363,"TEACHERS AND INSTRUCTORS, ALL OTHER"
UA007161,Y,2018-03-28,2021-03-27,"SR. SOFTWARE DEVELOPER",Y,"SOFTTRENDS, LLC",RESTON,VA,NULL,20190,"SOFTWARE DEVELOPERS, APPLICATIONS"
UA007162,N,2017-10-21,2020-10-20,"NMR/MS FACILITIES DIRECTOR",Y,"UNIVERSITY OF NORTH CAROLINA WILMINGTON",WILMINGTON,NC,NULL,28403,"BIOCHEMISTS AND BIOPHYSICISTS"
UA007163,Y,2017-10-16,2020-10-15,"RFIC DESIGN ENGINEER",Y,"APPLE INC.",CUPERTINO,CA,NULL,95014,"ELECTRICAL ENGINEERS"
