JobPostSkillSetId,JobId,SkillSetId,SkillLevel
26991,16762,413,III
26992,14739,4997,II
26993,17578,3401,I
26994,929,5942,II
26995,5345,2166,III
26996,15758,1614,II
26997,12489,3724,I
26998,11013,1293,II
26999,14259,3478,III
27000,18586,4872,II
27001,21167,2250,I
27002,8576,5733,II
27003,1049,1974,III
27004,15609,780,II
27005,15836,3959,I
27006,4800,1834,II
27007,16848,3377,III
27008,19482,2574,I
27009,9634,1673,II
27010,21344,4894,III
27011,14588,2779,II
27012,5474,4592,I
27013,220,689,II
27014,6324,4140,III
27015,5545,3677,II
27016,20060,1949,I
27017,20095,3338,II
27018,18286,3305,III
27019,7068,5922,II
27020,18468,5462,I
27021,1350,3321,II
27022,2777,2189,III
27023,2994,4991,II
27024,7412,4554,I
27025,9134,4880,II
27026,18842,1932,III
27027,12796,19,II
27028,19482,86,I
27029,19591,5399,II
27030,14236,3226,III
27031,13955,4253,II
27032,7043,4812,I
27033,11863,1557,II
27034,18938,3494,III
27035,11297,4535,II
27036,9789,1274,I
27037,5345,1419,II
27038,2427,4140,III
27039,816,5689,II
27040,17179,2418,I
27041,17107,3053,II
27042,14818,3956,III
27043,14224,4279,II
27044,19959,3507,I
27045,15752,3746,II
27046,17575,2678,III
27047,4629,434,II
27048,13489,733,I
27049,5888,4328,II
27050,2396,2316,III
27051,16926,5413,II
27052,18169,2838,I
27053,4859,905,II
27054,1271,5324,III
27055,13865,4207,II
27056,10523,4926,I
27057,5431,1112,II
27058,10200,4606,III
27059,14003,5912,II
27060,11373,82,I
27061,5939,4784,II
27062,12535,2875,III
27063,4520,5535,II
27064,2341,3384,I
27065,15344,616,II
27066,1283,346,III
27067,21167,4672,II
27068,16375,1106,I
27069,7241,1115,II
27070,9164,4436,III
27071,15546,3389,II
27072,610,5905,I
27073,19928,3972,II
27074,15798,3333,III
27075,13223,535,II
27076,10768,41,I
27077,11205,152,II
27078,2471,4953,III
27079,13855,3174,II
27080,9809,5815,I
27081,18202,5140,II
27082,10280,2915,III
27083,18012,5099,II
27084,20457,3048,I
27085,10513,5475,II
27086,18711,4195,III
27087,20507,2445,II
27088,18508,4128,I
27089,11476,4474,II
27090,17399,2322,III
27091,9576,1309,II
27092,7022,4305,I
27093,16043,5951,II
27094,18353,1476,III
27095,8246,1896,II
27096,15235,5279,I
27097,17959,863,II
27098,20894,1664,III
27099,18117,4881,II
27100,5694,3872,I
27101,6243,829,II
27102,17775,545,III
27103,1269,3024,II
27104,19284,915,I
27105,16481,5824,II
27106,1336,2182,III
27107,3208,4482,II
27108,2809,2000,I
27109,20351,3387,II
27110,13821,4918,III
27111,1607,587,II
27112,8956,5657,I
27113,14279,5719,II
27114,21673,2844,III
27115,18682,2840,II
27116,16784,5997,I
27117,8002,5298,II
27118,8581,3239,III
27119,21512,2574,II
27120,3451,5718,I
27121,18384,109,II
27122,669,1962,III
27123,5089,982,II
27124,8126,2490,I
27125,14325,267,II
27126,457,236,III
27127,8961,657,II
27128,8119,422,I
27129,9970,2825,II
27130,10019,831,III
27131,16560,2697,II
27132,20370,4432,I
27133,11627,101,II
27134,3881,1004,III
27135,15836,1518,II
27136,9215,615,I
27137,4162,5500,II
27138,15063,2686,III
27139,7722,3473,II
27140,6537,1481,I
27141,16427,5435,II
27142,2165,4099,III
27143,11895,667,II
27144,10981,3224,I
27145,9891,5060,II
27146,20023,1388,III
27147,14757,4409,II
27148,20512,3120,I
27149,11141,1150,II
27150,208,326,III
27151,2547,5244,II
27152,10842,1328,I
27153,20855,2570,II
27154,1600,2053,III
27155,15737,1135,II
27156,3571,1040,I
27157,14661,2121,II
27158,12699,204,III
27159,369,104,II
27160,13894,5627,I
27161,4629,318,I
27162,13577,325,II
27163,12425,1233,III
27164,20414,4169,II
27165,8685,1506,I
27166,3066,3323,II
27167,19921,4067,III
27168,3353,537,II
27169,21104,1320,I
27170,21610,1785,II
27171,15240,4342,III
27172,14934,1525,II
27173,17689,4414,I
27174,10342,2082,II
27175,164,3487,III
27176,3036,3820,II
27177,2278,1532,I
27178,14201,3652,II
27179,2261,5787,III
27180,19471,2943,II
27181,2616,4004,I
27182,6692,387,II
27183,3118,533,III
27184,3178,3977,II
27185,10875,2763,I
27186,15617,5043,II
27187,3121,4057,III
27188,11411,4772,II
27189,12299,4527,I
27190,7416,501,II
27191,11526,5263,III
27192,8349,4124,II
27193,2346,3560,I
27194,14433,936,II
27195,1153,1254,III
27196,13723,2777,II
27197,3433,3398,I
27198,4053,3304,II
27199,16257,2482,III
27200,9586,1498,II
27201,9812,5247,I
27202,12280,5533,II
27203,13116,512,III
27204,12796,391,II
27205,17960,5078,I
27206,7628,545,II
27207,15678,1833,III
27208,12293,740,II
27209,10867,206,I
27210,10793,5062,II
27211,5056,2954,III
27212,2111,3062,II
27213,7668,4090,I
27214,2398,2000,II
27215,5657,3344,III
27216,14221,5182,II
27217,10830,4916,I
27218,21159,1839,II
27219,6618,1419,III
27220,2633,157,II
27221,16111,4827,I
27222,19439,3732,II
27223,2157,1004,III
27224,8137,1559,II
27225,21679,1240,I
27226,15779,4463,II
27227,21143,3198,III
27228,6405,1832,II
27229,7236,5221,I
27230,15733,5999,II
27231,12320,5319,III
27232,19192,19,II
27233,9706,485,I
27234,9448,2617,II
27235,14126,3166,III
27236,16017,4066,II
27237,13732,1704,I
27238,5723,1636,II
27239,4202,2617,III
27240,5609,988,II
27241,1499,660,I
27242,18450,2877,II
27243,2089,2798,III
27244,16623,613,II
27245,3890,1687,I
27246,11298,2388,II
27247,14403,437,III
27248,441,4544,II
27249,10035,5102,I
27250,2891,699,II
27251,13423,584,III
27252,781,3845,II
27253,16926,5672,I
27254,6487,2985,II
27255,20618,1528,III
27256,7141,1523,II
27257,7333,4112,I
27258,19323,5869,II
27259,19129,39,III
27260,16184,2574,II
27261,11013,3261,I
27262,18377,1386,II
27263,3432,4393,III
27264,16035,66,II
27265,16043,3174,I
27266,11920,2904,II
27267,20,124,III
27268,8268,2639,II
27269,18092,2241,I
27270,2819,3251,II
27271,20251,3335,III
27272,21406,1969,II
27273,18346,1157,I
27274,17318,2386,II
27275,18894,77,III
27276,6355,5680,II
27277,11635,1064,I
27278,21389,3257,II
27279,13546,5831,III
27280,19195,1711,II
27281,5197,4372,I
27282,7660,1099,II
27283,4176,5974,III
27284,20611,2340,II
27285,9304,4616,I
27286,8962,4966,II
27287,2384,5587,III
27288,2644,5534,II
27289,9480,3046,I
27290,10328,5263,II
27291,10725,3048,III
27292,7926,2342,II
27293,2699,1397,I
27294,7169,238,II
27295,20960,5861,III
27296,2126,3654,II
27297,15939,5799,I
27298,8622,5187,II
27299,7361,2087,III
27300,4886,5341,II
27301,13744,4364,I
27302,1327,4207,II
27303,4554,5241,III
27304,7801,4050,II
27305,1872,438,I
27306,11029,3760,II
27307,3765,1510,III
27308,4180,1875,II
27309,10290,350,I
27310,12472,3457,II
27311,4010,4182,III
27312,9664,5853,II
27313,14087,1253,I
27314,216,4701,II
27315,1677,5664,III
27316,16614,4406,II
27317,14434,1466,I
27318,14810,2537,II
27319,21089,4211,III
27320,4967,1148,II
27321,12570,1726,I
27322,8238,1893,II
27323,15579,3205,III
27324,21512,5087,II
27325,15673,2905,I
27326,21145,728,II
27327,20058,4801,III
27328,1574,2954,II
27329,5701,592,I
27330,5886,4076,II
27331,6291,2265,III
27332,10976,4802,II
27333,4026,5671,I
27334,17022,488,II
27335,21066,1036,III
27336,21648,1272,II
27337,10711,1297,I
27338,1485,5868,II
27339,4276,3675,III
27340,8618,4759,II
27341,15495,1676,I
27342,16155,5190,II
27343,3799,3023,III
27344,11320,1140,II
27345,18802,3270,I
27346,946,285,II
27347,1568,5126,III
27348,14735,1546,II
27349,18212,37,I
27350,21366,2454,II
27351,14230,2742,III
27352,21523,4160,II
27353,20957,3956,I
27354,10178,4832,II
27355,13443,3211,III
27356,12133,4156,II
27357,14222,749,I
27358,6476,1712,II
27359,10580,2505,III
27360,14276,841,II
27361,19680,5890,I
27362,4508,4503,II
27363,2934,5425,III
27364,10025,2066,II
27365,3613,4394,I
27366,11725,1042,II
27367,16755,223,III
27368,13609,3392,II
27369,19682,1127,I
27370,16307,2243,II
27371,9424,3458,III
27372,9844,1254,II
27373,1335,3624,I
27374,9207,3870,II
27375,21046,2473,III
27376,17794,4147,II
27377,21533,4753,I
27378,2330,354,II
27379,17437,3649,III
27380,2806,3570,II
27381,21656,1249,I
27382,17507,301,II
27383,1385,269,III
27384,5773,3901,II
27385,18400,5856,I
27386,14175,512,II
27387,20793,2339,III
27388,5134,4525,II
27389,18157,1256,I
27390,4730,1248,II
27391,19002,2582,III
27392,16808,2873,II
27393,14461,55,I
27394,19011,2839,II
27395,1548,4128,III
27396,12019,1555,I
27397,222,3105,II
27398,21736,3933,III
27399,4144,5729,II
27400,361,3157,I
27401,5131,3396,II
27402,15319,323,III
27403,21307,1801,II
27404,6421,1828,I
27405,5483,2509,II
27406,20627,5483,III
27407,8662,4212,II
27408,6752,3419,I
27409,16549,5132,II
27410,4301,3619,III
27411,12235,4238,II
27412,9651,4042,I
27413,21630,2640,II
27414,7530,691,III
27415,4262,1088,II
27416,6596,4684,I
27417,2672,1488,II
27418,1823,1821,III
27419,19776,319,II
27420,20675,2791,I
27421,8699,1426,II
27422,21234,350,III
27423,8166,1099,II
27424,4342,1830,I
27425,1992,4692,II
27426,11623,3079,III
27427,19665,1440,II
27428,15113,542,I
27429,19481,3766,II
27430,1870,4359,III
27431,16930,3954,II
27432,11780,3304,I
27433,3359,3370,II
27434,25,2603,III
27435,15679,267,II
27436,15445,2049,I
27437,15732,4781,II
27438,15343,4387,III
27439,4566,4332,II
27440,6115,5526,I
27441,16178,36,II
27442,17072,4762,III
27443,12839,597,II
27444,929,307,I
27445,4559,4157,II
27446,21741,644,III
27447,738,216,II
27448,11951,583,I
27449,8701,5657,II
27450,3533,5261,III
27451,11206,5161,II
27452,19748,5768,I
27453,14950,5196,II
27454,1434,3687,III
27455,9862,5191,II
27456,576,2420,I
27457,9133,3005,II
27458,6975,1890,III
27459,14043,4807,II
27460,16819,1017,I
27461,16446,3617,II
27462,18240,828,III
27463,4387,1615,II
27464,606,3476,I
27465,145,912,II
27466,6889,5383,III
27467,8441,805,II
27468,15211,2500,I
27469,19843,3412,II
27470,16536,3368,III
27471,449,4385,II
27472,7350,2621,I
27473,11179,1411,II
27474,1170,5685,III
27475,9465,2452,II
27476,15437,1721,I
27477,4278,744,II
27478,7796,249,III
27479,3625,4113,II
27480,19189,233,I
27481,14632,4847,II
27482,21667,461,III
27483,5626,3427,II
27484,6649,181,I
27485,18660,2397,II
27486,18254,1352,III
27487,8312,2270,II
27488,15007,3474,I
27489,13853,5930,II
27490,12951,2483,III
27491,18319,3520,II
27492,20816,4943,I
27493,6513,782,II
27494,17065,577,III
27495,11488,3536,II
27496,14854,40,I
27497,7128,1446,II
27498,21698,1002,III
27499,14170,5830,II
27500,750,145,I
27501,19585,5261,II
27502,10117,335,III
27503,18125,4401,II
27504,2692,788,I
27505,8357,675,II
27506,17369,2390,III
27507,10181,2860,II
27508,17234,4459,I
27509,8290,5758,II
27510,5662,5884,III
27511,19544,1040,II
27512,6476,2653,I
27513,6020,5292,II
27514,20976,2484,III
27515,15702,927,II
27516,11033,5968,I
27517,7418,3358,II
27518,545,3313,III
27519,5587,3678,II
27520,5355,5922,I
27521,15704,4190,II
27522,7845,1011,III
27523,14436,1663,II
27524,15201,2298,I
27525,16874,1186,II
27526,18568,278,III
27527,6214,5159,II
27528,7781,2851,I
27529,12560,5500,II
27530,6061,2613,III
27531,7595,641,II
27532,7778,5975,I
27533,9834,2028,II
27534,7011,2042,III
27535,39,1432,II
27536,18502,110,I
27537,8554,4280,II
27538,1323,2486,III
27539,6685,3063,II
27540,18347,3859,I
27541,4486,3007,II
27542,1723,3050,III
27543,8043,300,II
27544,6575,1885,I
27545,6932,171,II
27546,5129,4501,III
27547,8398,5217,II
27548,15343,2198,I
27549,9796,3838,I
27550,5102,5434,II
27551,17907,1796,III
27552,6033,4814,II
27553,8796,3685,I
27554,5334,486,II
27555,10982,3718,III
27556,17930,4978,II
27557,8172,493,I
27558,6140,4444,II
27559,9370,1844,III
27560,3695,4632,II
27561,18387,3760,I
27562,2708,5756,II
27563,10463,1780,III
27564,14361,3908,II
27565,2789,3318,I
27566,3742,2595,II
27567,11083,4875,III
27568,12245,3242,II
27569,13931,5446,I
27570,100,5579,II
27571,3954,3592,III
27572,6359,3640,II
27573,2407,2175,I
27574,4991,2286,II
27575,15586,1023,III
27576,9895,1404,II
27577,11350,3466,I
27578,2969,4307,II
27579,21657,5017,III
27580,1247,439,II
27581,9830,3540,I
27582,1176,4075,II
27583,3024,3272,III
27584,13976,705,II
27585,19873,2826,I
27586,4889,3359,II
27587,1734,5040,III
27588,19887,276,II
27589,11254,4924,I
27590,17154,4147,II
27591,13002,4185,III
27592,12250,19,II
27593,1254,175,I
27594,8944,2802,II
27595,1861,5507,III
27596,16748,5449,II
27597,5515,658,I
27598,17715,276,II
27599,13720,2126,III
27600,13543,3535,II
27601,19399,4036,I
27602,12234,242,II
27603,9700,4740,III
27604,9504,1473,II
27605,16299,4027,I
27606,18571,2248,II
27607,15894,1608,III
27608,19883,5754,II
27609,12048,695,I
27610,15881,2047,II
27611,2863,5664,III
27612,8027,511,II
27613,20811,1771,I
27614,4143,3009,II
27615,1212,5924,III
27616,14458,5250,II
27617,4594,3371,I
27618,19286,1622,II
27619,15495,5409,III
27620,18032,4177,II
27621,19560,2304,I
27622,6521,2682,II
27623,11262,133,III
27624,14102,5190,II
27625,15174,213,I
27626,16360,3662,II
27627,13863,2123,III
27628,10736,2932,II
27629,13191,3163,I
27630,7225,4389,II
27631,10718,3626,III
27632,935,5063,II
27633,982,3822,I
27634,14546,3216,II
27635,13513,4852,III
27636,17452,5904,II
27637,2582,5113,I
27638,15959,1779,II
27639,21591,5714,III
27640,19244,35,II
27641,6260,1769,I
27642,15867,496,II
27643,20425,4965,III
27644,1197,4108,II
27645,3837,1621,I
27646,1545,151,II
27647,9971,1787,III
27648,3111,4296,II
27649,17355,82,I
27650,1764,4597,II
27651,1082,506,III
27652,6582,1247,II
27653,9103,437,I
27654,6299,1040,II
27655,2004,190,III
27656,15279,5468,II
27657,20249,1354,I
27658,12056,4529,II
27659,3989,3532,III
27660,3601,658,II
27661,18047,4524,I
27662,14492,5356,II
27663,21510,4158,III
27664,1045,3824,II
27665,14372,2680,I
27666,10357,285,II
27667,20334,442,III
27668,18577,3009,II
27669,4510,4081,I
27670,3670,2662,II
27671,10283,5128,III
27672,15184,597,II
27673,9263,4173,I
27674,11829,2899,II
27675,7469,4738,III
27676,4290,4817,II
27677,1394,4804,I
27678,11837,1111,II
27679,19452,1808,III
27680,2679,856,II
27681,2401,4349,I
27682,4884,5560,II
27683,6380,5894,III
27684,4972,3866,II
27685,6869,4545,I
27686,19848,4211,II
27687,20607,4461,III
27688,3545,3537,II
27689,997,4802,I
27690,6922,4547,II
27691,18734,4519,III
27692,4288,2369,II
27693,1495,5407,I
27694,21588,4182,II
27695,19191,3399,III
27696,15579,5323,II
27697,13924,1112,I
27698,3831,791,II
27699,20351,1646,III
27700,19546,3066,II
27701,17991,2000,I
27702,19923,2355,II
27703,13807,378,III
27704,8221,4522,II
27705,6737,4549,I
27706,7364,3159,II
27707,10290,551,III
27708,7461,718,II
27709,14576,1791,I
27710,17093,4469,II
27711,11462,5842,III
27712,12282,3365,II
27713,159,3767,I
27714,11513,2018,II
27715,12651,290,III
27716,2735,160,II
27717,4166,4870,I
27718,20323,2751,II
27719,4760,874,III
27720,19274,721,II
27721,5976,1806,I
27722,548,4837,II
27723,5889,1324,III
27724,6822,5777,II
27725,2429,1677,I
27726,9357,4702,II
27727,445,2839,III
27728,652,4484,II
27729,17382,3545,I
27730,6602,2352,II
27731,8516,919,III
27732,17995,4597,II
27733,11490,3998,I
27734,12745,437,II
27735,15162,4626,III
27736,8710,188,II
27737,8101,4557,I
27738,21068,4485,II
27739,300,675,III
27740,6272,2759,II
27741,11302,3489,I
27742,8292,5169,II
27743,17557,3556,III
27744,15811,4485,II
27745,13642,2517,I
27746,348,5798,II
27747,21389,807,III
27748,11922,4689,II
27749,10417,266,I
27750,14532,593,II
27751,18197,2367,III
27752,18737,1511,II
27753,19977,3246,I
27754,17635,3128,II
27755,16932,3077,III
27756,4783,3944,II
27757,3962,4131,I
27758,13943,1816,II
27759,18397,1613,III
27760,4757,2046,II
27761,18888,1956,I
27762,1789,5636,II
27763,13343,1161,III
27764,7538,5533,II
27765,3173,4606,I
27766,13464,5183,II
27767,6847,3376,III
27768,3536,625,II
27769,3379,1303,I
27770,13224,2940,II
27771,9591,184,III
27772,4953,688,II
27773,6632,2950,I
27774,4990,3973,II
27775,621,5726,III
27776,20934,4555,II
27777,18309,555,I
27778,1238,2282,II
27779,17664,4442,III
27780,12425,946,II
27781,2070,5277,I
27782,13253,3950,II
27783,4203,2387,III
27784,7942,4511,I
27785,19504,4617,II
27786,16377,2754,III
27787,14343,2126,II
27788,10487,5992,I
27789,385,2625,II
27790,6276,4635,III
27791,1918,4216,II
27792,16370,2378,I
27793,193,5622,II
27794,18047,882,III
27795,15014,1070,II
27796,6449,3950,I
27797,2544,4649,II
27798,6832,5394,III
27799,2060,4138,II
27800,5294,5843,I
27801,18835,3648,II
27802,12325,3758,III
27803,981,3528,II
27804,14440,1438,I
27805,15327,995,II
27806,15023,995,III
27807,8394,4407,II
27808,20302,4567,I
27809,19325,3601,II
27810,11476,3073,III
27811,21058,818,II
27812,1067,3251,I
27813,12443,3076,II
27814,5819,5057,III
27815,15365,3150,II
27816,2956,1301,I
27817,1060,4029,II
27818,1373,4155,III
27819,12384,3029,II
27820,5225,3142,I
27821,19407,5148,II
27822,13048,468,III
27823,15689,3056,II
27824,16899,3824,I
27825,1914,5274,II
27826,9705,4503,III
27827,6827,4638,II
27828,1350,1881,I
27829,20025,5997,II
27830,10053,5802,III
27831,14202,1965,II
27832,13046,4175,I
27833,8875,2180,II
27834,5954,244,III
27835,10118,1857,II
27836,18934,4871,I
27837,4087,1812,II
27838,1761,2695,III
27839,669,3222,II
27840,18325,4994,I
27841,21084,2270,II
27842,1273,2151,III
27843,13862,4981,II
27844,6976,1639,I
27845,1937,3109,II
27846,4588,3611,III
27847,17237,1565,II
27848,18277,1253,I
27849,12410,2616,II
27850,745,3224,III
27851,16222,3790,II
27852,6953,2150,I
27853,8962,4124,II
27854,14231,5261,III
27855,15775,4805,II
27856,15012,4357,I
27857,18307,5683,II
27858,2177,4357,III
27859,11314,2117,II
27860,21595,4584,I
27861,17016,666,II
27862,12972,4894,III
27863,6541,5969,II
27864,16744,2015,I
27865,15567,4877,II
27866,20108,2903,III
27867,5839,2327,II
27868,9080,2095,I
27869,9150,153,II
27870,9539,2202,III
27871,5979,4531,II
27872,14461,1564,I
27873,19117,4861,II
27874,14235,2904,III
27875,11829,2631,II
27876,18810,3147,I
27877,5015,4318,II
27878,18680,3070,III
27879,19422,2036,II
27880,4107,3233,I
27881,14634,5558,II
27882,3839,3306,III
27883,16826,3647,II
27884,14645,814,I
27885,19137,2103,II
27886,5644,2911,III
27887,10628,2696,II
27888,14376,3176,I
27889,15562,886,II
27890,13194,1934,III
27891,3419,46,II
27892,20700,3851,I
27893,479,3877,II
27894,18851,1525,III
27895,18460,4545,II
27896,9591,2075,I
27897,14776,3285,II
27898,14534,3481,III
27899,8135,1935,II
27900,9595,1224,I
27901,6660,3522,II
27902,17193,5071,III
27903,9428,1466,II
27904,273,877,I
27905,10708,492,II
27906,9686,5425,III
27907,12553,4328,II
27908,17195,2690,I
27909,17474,2215,II
27910,9751,2142,III
27911,2702,5951,II
27912,18578,4332,I
27913,10604,1833,II
27914,1513,524,III
27915,16791,1335,II
27916,8551,4080,I
27917,8557,70,II
27918,16527,968,III
27919,15888,5943,II
27920,21621,1163,I
27921,5884,3588,II
27922,10127,2388,III
27923,21140,1110,II
27924,12487,1620,I
27925,13618,5434,II
27926,21004,263,III
27927,14301,3180,II
27928,13677,3195,I
27929,17954,2314,II
27930,20688,5765,III
27931,13452,1840,II
27932,11982,1721,I
27933,4225,5714,II
27934,9306,3536,III
27935,13183,3236,II
27936,17268,5460,I
27937,16559,4580,I
27938,9068,2028,II
27939,3458,4569,III
27940,16172,5097,II
27941,14256,743,I
27942,13585,1993,II
27943,19871,5124,III
27944,9357,5989,II
27945,6808,3480,I
27946,16765,1154,II
27947,15224,4995,III
27948,18590,4195,II
27949,14516,4733,I
27950,4710,3538,II
27951,13980,679,III
27952,5277,5526,II
27953,5208,2263,I
27954,4838,384,II
27955,16332,4236,III
27956,19835,3164,II
27957,16317,54,I
27958,21118,5762,II
27959,20609,5343,III
27960,7787,3220,II
27961,8436,846,I
27962,12995,995,II
27963,15586,4760,III
27964,1315,5409,II
27965,10133,5188,I
27966,21119,2997,II
27967,18962,2512,III
27968,2243,773,II
27969,20309,5147,I
27970,19585,1256,II
27971,8957,5198,III
27972,4708,219,II
27973,19814,3673,I
27974,14338,4884,II
27975,1759,2058,III
27976,10584,5927,II
27977,12954,832,I
27978,20914,862,II
27979,3742,1065,III
27980,19248,2796,II
27981,9268,902,I
27982,15171,5145,II
27983,19157,4678,III
27984,3258,2921,II
27985,19014,5960,I
27986,1706,4991,II
27987,9458,5331,III
27988,6219,3991,II
27989,11009,2478,I
27990,15582,2925,II
27991,18976,1823,III
27992,462,4149,II
27993,1414,2260,I
27994,41,276,II
27995,10968,3094,III
27996,5339,20,II
27997,61,731,I
27998,2566,602,II
27999,917,4311,III
28000,3561,5232,II
28001,7026,5899,I
28002,4308,4951,II
28003,5613,2010,III
28004,16458,396,II
28005,2573,5680,I
28006,14698,1264,II
28007,6200,3903,III
28008,18875,1557,II
28009,18733,663,I
28010,1646,2862,II
28011,690,868,III
28012,20090,655,II
28013,8533,4873,I
28014,12023,1107,II
28015,4593,4157,III
28016,14832,5352,II
28017,12691,1671,I
28018,889,1872,II
28019,16598,890,III
28020,8488,715,II
28021,7477,4509,I
28022,9507,4336,II
28023,6480,5919,III
28024,6851,4840,II
28025,5160,1526,I
28026,2944,1790,II
28027,4471,2077,III
28028,17021,349,II
28029,7824,3378,I
28030,1335,5851,II
28031,13605,526,III
28032,11582,5152,II
28033,8333,1438,I
28034,13963,2613,II
28035,11755,1523,III
28036,8980,2918,II
28037,17416,5789,I
28038,15959,3481,II
28039,11028,2982,III
28040,19671,1462,II
28041,14440,3875,I
28042,10393,4745,II
28043,15627,3287,III
28044,6089,5562,II
28045,6977,5053,I
28046,9710,3905,II
28047,11149,4802,III
28048,18908,1964,II
28049,14271,2829,I
28050,6887,4012,II
28051,3520,126,III
28052,216,5335,II
28053,4268,4545,I
28054,14430,271,II
28055,6058,2600,III
28056,4742,1357,II
28057,13197,5173,I
28058,6623,2467,II
28059,20166,2175,III
28060,21173,1401,II
28061,13243,3357,I
28062,12489,4197,II
28063,18884,4644,III
28064,7434,4066,II
28065,20464,2883,I
28066,11498,598,II
28067,11847,587,III
28068,15229,2254,II
28069,11510,3386,I
28070,7469,2680,II
28071,6533,5218,III
28072,7928,1873,II
28073,19827,2531,I
28074,7568,1642,II
28075,19141,571,III
28076,18198,2139,II
28077,7600,126,I
28078,77,4426,II
28079,10535,4305,III
28080,4733,5014,II
28081,20367,3880,I
28082,4016,2228,II
28083,19313,3927,III
28084,7463,2243,II
28085,15764,1,I
28086,21358,1512,II
28087,21641,1943,III
28088,4683,3450,II
28089,1951,2063,I
28090,18206,4804,II
28091,2532,992,III
28092,14323,3243,II
28093,8891,4745,I
28094,2836,5961,II
28095,73,1518,III
28096,11679,4703,II
28097,21576,2187,I
28098,1184,555,II
28099,19569,1093,III
28100,18430,5540,II
28101,19760,1408,I
28102,19218,4131,II
28103,20780,1915,III
28104,8486,4354,II
28105,5415,2312,I
28106,1150,3964,II
28107,3976,289,III
28108,7348,5074,II
28109,12291,140,I
28110,9597,5948,II
28111,15424,1949,III
28112,10525,2027,II
28113,2788,1246,I
28114,21109,998,II
28115,20850,3328,III
28116,5577,866,II
28117,13435,841,I
28118,6983,446,II
28119,7050,720,III
28120,1639,2856,II
28121,21438,5257,I
28122,19102,5565,II
28123,19190,4163,III
28124,4926,3743,II
28125,9372,2547,I
28126,19731,5756,II
28127,20774,1333,III
28128,12976,3634,II
28129,4546,1382,I
28130,14072,5628,II
28131,17849,1895,III
28132,17278,4722,II
28133,19806,1400,I
28134,5848,272,II
28135,7010,475,III
28136,4183,5514,II
28137,18570,5573,I
28138,13602,5867,II
28139,14652,5079,III
28140,2589,1776,II
28141,12781,188,I
28142,3078,4939,II
28143,3195,2370,III
28144,3736,5259,II
28145,13787,4202,I
28146,11415,212,II
28147,21417,609,III
28148,17951,2732,II
28149,12459,4414,I
28150,16259,5790,II
28151,16385,2555,III
28152,14768,5032,II
28153,10251,2996,I
28154,16211,2588,II
28155,17152,1410,III
28156,15358,1987,II
28157,4478,4231,I
28158,8238,2582,II
28159,12032,4855,III
28160,16353,3653,II
28161,10953,5449,I
28162,18290,1879,II
28163,1931,1005,III
28164,11090,5561,II
28165,9995,3093,I
28166,12529,5376,II
28167,13895,1204,III
28168,7507,3487,II
28169,9051,5966,I
28170,15849,2489,II
28171,306,5683,III
28172,2942,4955,I
28173,16976,178,II
28174,13301,2942,III
28175,21296,2678,II
28176,616,3929,I
28177,18990,2511,II
28178,5427,5966,III
28179,15514,4229,II
28180,2305,4025,I
28181,13820,3648,II
28182,20249,1951,III
28183,18693,4150,II
28184,1445,628,I
28185,17876,4855,II
28186,6298,918,III
28187,17615,4834,II
28188,19779,4196,I
28189,5016,3828,II
28190,14581,3017,III
28191,19844,61,II
28192,853,785,I
28193,775,3382,II
28194,15943,3179,III
28195,1788,2077,II
28196,3678,1835,I
28197,6621,1818,II
28198,19037,4482,III
28199,21021,1867,II
28200,18645,2074,I
28201,1858,5921,II
28202,8625,1226,III
28203,19044,951,II
28204,2540,2619,I
28205,10831,535,II
28206,8909,2365,III
28207,12188,3414,II
28208,14305,2850,I
28209,5200,3827,II
28210,20281,3937,III
28211,2719,1875,II
28212,17023,3599,I
28213,21172,226,II
28214,15928,1090,III
28215,367,5500,II
28216,3882,5061,I
28217,1404,2171,II
28218,10033,4108,III
28219,17186,238,II
28220,5454,2115,I
28221,3260,5920,II
28222,8965,3942,III
28223,14265,4788,II
28224,19590,1230,I
28225,3707,921,II
28226,868,4150,III
28227,1233,2763,II
28228,12433,1854,I
28229,1591,3911,II
28230,21037,3959,III
28231,16820,4321,II
28232,1870,457,I
28233,5793,548,II
28234,13655,5973,III
28235,4313,4081,II
28236,8458,3966,I
28237,17352,5935,II
28238,10920,330,III
28239,18064,2808,II
28240,13330,1895,I
28241,14533,1107,II
28242,14322,5608,III
28243,2060,4472,II
28244,20445,4860,I
28245,20862,5516,II
28246,9891,4950,III
28247,10465,4552,II
28248,15829,1576,I
28249,9493,4627,II
28250,16967,2058,III
28251,20310,204,II
28252,14998,4431,I
28253,18632,4522,II
28254,455,3536,III
28255,15364,1558,II
28256,19178,4962,I
28257,12326,1449,II
28258,19000,5841,III
28259,7934,4716,II
28260,3080,149,I
28261,21387,3881,II
28262,9338,3026,III
28263,10268,33,II
28264,12242,594,I
28265,8793,2043,II
28266,499,3911,III
28267,557,2188,II
28268,5822,1336,I
28269,17701,604,II
28270,7401,1886,III
28271,19,3820,II
28272,4768,3454,I
28273,7574,807,II
28274,10464,477,III
28275,13563,1036,II
28276,21538,3877,I
28277,21431,1770,II
28278,19435,5236,III
28279,8147,1147,II
28280,2419,851,I
28281,10685,5040,II
28282,11582,4401,III
28283,9294,5035,II
28284,8717,5392,I
28285,17475,1714,II
28286,17842,5624,III
28287,3245,2348,II
